,PassengerGroup,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars
2365,2548,0.0,G/407/S,18.0,0.0,852.0,48.0,0.0,7.0,0.0,-1,0,0,1,1,0,0
2366,2549,0.0,F/522/P,62.0,0.0,1663.0,0.0,23.0,2.0,12.0,-1,0,0,1,0,0,1
2367,2549,0.0,F/522/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2368,2549,0.0,F/522/P,55.0,0.0,1281.0,0.0,7.0,1.0,0.0,-1,0,0,1,0,0,1
2369,2550,1.0,G/411/P,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2370,2551,0.0,F/523/P,32.0,0.0,238.0,156.0,3.0,2.0,324.0,-1,0,0,1,1,0,0
2371,2552,0.0,F/492/S,19.0,0.0,0.0,1124.0,4.0,0.0,0.0,1,0,0,1,1,0,0
2373,2552,0.0,G/408/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
2374,2553,1.0,D/87/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2375,2555,1.0,B/78/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2376,2555,1.0,B/78/P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2377,2557,1.0,C/92/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2378,2558,0.0,F/525/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2380,2558,0.0,F/525/P,55.0,0.0,403.0,0.0,922.0,0.0,0.0,1,0,0,1,0,0,1
2381,2558,1.0,F/525/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2383,2560,1.0,G/412/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
2385,2560,0.0,G/412/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2386,2561,0.0,E/178/S,19.0,0.0,194.0,44.0,0.0,549.0,1.0,-1,0,0,1,1,0,0
2387,2562,1.0,F/526/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2388,2562,0.0,F/526/P,20.0,0.0,2502.0,0.0,96.0,0.0,0.0,-1,0,0,1,0,0,1
2389,2564,0.0,E/179/S,42.0,0.0,2.0,3024.0,0.0,89.0,10.0,1,0,0,1,0,1,0
2390,2565,1.0,F/527/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2391,2565,0.0,E/155/P,32.0,0.0,598.0,0.0,138.0,0.0,624.0,-1,0,0,1,0,0,1
2392,2571,0.0,G/414/P,28.0,0.0,145.0,8.0,557.0,0.0,74.0,1,0,0,1,1,0,0
2393,2572,1.0,C/93/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2394,2572,1.0,C/93/S,56.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2395,2573,1.0,C/90/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2396,2574,0.0,F/496/S,42.0,0.0,10.0,303.0,12.0,0.0,478.0,-1,0,0,1,1,0,0
2397,2578,0.0,F/498/S,18.0,0.0,1153.0,0.0,0.0,1409.0,195.0,-1,0,0,1,1,0,0
2398,2580,0.0,G/412/S,24.0,0.0,19.0,676.0,0.0,26.0,0.0,-1,0,0,1,1,0,0
2399,2581,0.0,E/156/P,20.0,0.0,496.0,20.0,16.0,0.0,254.0,-1,0,0,1,1,0,0
2400,2581,0.0,F/531/P,22.0,0.0,26.0,0.0,0.0,0.0,733.0,-1,0,0,1,1,0,0
2401,2582,0.0,G/415/P,22.0,0.0,98.0,0.0,46.0,641.0,0.0,-1,0,0,1,1,0,0
2403,2588,0.0,G/419/P,28.0,0.0,4.0,166.0,743.0,0.0,0.0,1,0,0,1,1,0,0
2404,2589,1.0,C/91/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2405,2589,1.0,C/91/P,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2406,2589,0.0,C/91/P,26.0,0.0,0.0,8150.0,0.0,3508.0,99.0,-1,0,0,1,0,1,0
2407,2589,0.0,C/91/P,30.0,1.0,0.0,632.0,0.0,673.0,2272.0,-1,0,0,1,0,1,0
2408,2589,1.0,C/91/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2409,2590,0.0,G/420/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2410,2590,0.0,G/420/P,45.0,0.0,406.0,148.0,285.0,0.0,0.0,-1,0,0,1,1,0,0
2411,2590,1.0,G/420/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
2412,2591,0.0,F/499/S,18.0,0.0,9.0,419.0,0.0,201.0,7.0,-1,0,1,0,1,0,0
2413,2591,0.0,G/413/S,23.0,0.0,0.0,121.0,0.0,568.0,128.0,-1,0,0,1,1,0,0
2414,2592,0.0,D/75/P,29.0,1.0,803.0,0.0,0.0,58.0,0.0,-1,0,0,1,0,0,1
2415,2592,0.0,D/75/P,18.0,0.0,1102.0,9.0,2628.0,0.0,0.0,-1,0,0,1,0,0,1
2416,2593,0.0,G/421/P,28.0,0.0,804.0,2.0,13.0,0.0,62.0,-1,0,0,1,1,0,0
2417,2594,1.0,B/98/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2418,2595,0.0,F/533/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2420,2595,0.0,D/76/P,28.0,0.0,938.0,61.0,0.0,53.0,4.0,-1,0,0,1,0,0,1
2421,2595,0.0,F/533/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2422,2596,0.0,D/77/P,20.0,0.0,59.0,0.0,1646.0,1657.0,0.0,-1,0,0,1,0,0,1
2423,2596,1.0,F/534/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2424,2597,1.0,F/500/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2426,2598,0.0,F/535/P,37.0,0.0,27.0,0.0,1131.0,0.0,1318.0,-1,0,0,1,0,0,1
2428,2601,1.0,F/536/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2429,2602,1.0,E/158/P,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2430,2602,0.0,E/158/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2431,2602,1.0,E/158/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2432,2605,1.0,D/88/S,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2435,2607,1.0,B/99/S,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2436,2607,1.0,B/99/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2437,2607,0.0,B/99/S,35.0,0.0,0.0,1471.0,2.0,445.0,533.0,1,1,0,0,0,1,0
2438,2607,0.0,B/99/S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2441,2617,0.0,G/424/P,32.0,0.0,59.0,0.0,469.0,0.0,0.0,-1,0,1,0,1,0,0
2443,2619,0.0,F/504/S,17.0,0.0,2000.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
2444,2622,0.0,F/505/S,34.0,0.0,492.0,0.0,13.0,55.0,0.0,-1,1,0,0,1,0,0
2446,2625,1.0,G/426/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2447,2625,0.0,E/160/P,22.0,0.0,0.0,1.0,271.0,0.0,1348.0,-1,0,0,1,1,0,0
2448,2626,0.0,F/543/P,19.0,0.0,232.0,0.0,479.0,0.0,5.0,-1,0,0,1,1,0,0
2450,2628,1.0,A/21/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2451,2628,0.0,A/21/P,51.0,0.0,0.0,6.0,0.0,2085.0,67.0,-1,1,0,0,0,1,0
2452,2629,0.0,G/427/P,22.0,0.0,91.0,6.0,0.0,17.0,693.0,-1,0,0,1,1,0,0
2453,2631,1.0,F/545/P,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2458,2638,0.0,E/181/S,26.0,0.0,0.0,29.0,0.0,759.0,0.0,-1,0,0,1,1,0,0
2459,2640,0.0,F/510/S,19.0,0.0,0.0,0.0,0.0,0.0,1051.0,-1,0,0,1,1,0,0
2460,2641,1.0,G/420/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
2462,2643,0.0,F/511/S,34.0,0.0,122.0,0.0,6.0,739.0,0.0,-1,0,1,0,1,0,0
2463,2645,0.0,C/95/S,55.0,0.0,0.0,815.0,1558.0,3.0,1334.0,1,0,0,1,0,1,0
2464,2645,0.0,C/95/S,42.0,0.0,3.0,2174.0,0.0,10860.0,2564.0,-1,0,0,1,0,1,0
2465,2645,1.0,C/95/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2466,2645,0.0,C/95/S,28.0,0.0,0.0,3053.0,0.0,839.0,2153.0,1,1,0,0,0,1,0
2467,2645,1.0,C/95/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2468,2646,0.0,B/80/P,33.0,0.0,0.0,286.0,1795.0,712.0,7041.0,-1,1,0,0,0,1,0
2469,2647,0.0,F/547/P,24.0,0.0,0.0,0.0,0.0,636.0,68.0,-1,0,0,1,1,0,0
2470,2648,0.0,G/421/S,23.0,0.0,490.0,313.0,0.0,6.0,0.0,-1,0,0,1,1,0,0
2471,2649,0.0,D/79/P,16.0,0.0,46.0,0.0,1994.0,0.0,677.0,-1,0,0,1,0,0,1
2472,2650,1.0,G/431/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2473,2651,1.0,B/100/S,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2474,2652,0.0,F/513/S,22.0,0.0,0.0,0.0,670.0,0.0,32.0,1,0,0,1,1,0,0
2475,2655,1.0,G/422/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2476,2657,0.0,F/514/S,20.0,0.0,0.0,27.0,1.0,686.0,1.0,-1,0,0,1,1,0,0
2480,2661,0.0,F/515/S,19.0,0.0,1.0,4.0,0.0,750.0,3.0,-1,0,0,1,1,0,0
2481,2661,1.0,G/423/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2483,2663,0.0,F/552/P,13.0,0.0,0.0,0.0,0.0,4.0,811.0,1,1,0,0,1,0,0
2484,2664,1.0,E/183/S,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
2485,2666,1.0,E/184/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2486,2666,0.0,E/184/S,18.0,0.0,1874.0,0.0,260.0,0.0,0.0,-1,1,0,0,0,0,1
2487,2668,0.0,F/516/S,23.0,0.0,29.0,34.0,1.0,2838.0,0.0,-1,1,0,0,1,0,0
2488,2668,0.0,G/424/S,34.0,0.0,0.0,382.0,0.0,87.0,236.0,-1,1,0,0,1,0,0
2489,2670,0.0,G/432/P,20.0,0.0,4.0,790.0,0.0,15.0,0.0,-1,0,0,1,1,0,0
2490,2671,0.0,F/554/P,17.0,0.0,0.0,33.0,0.0,56.0,708.0,-1,1,0,0,1,0,0
2491,2672,0.0,F/555/P,21.0,0.0,970.0,0.0,213.0,8.0,86.0,-1,0,1,0,1,0,0
2492,2675,0.0,C/97/S,33.0,0.0,0.0,1554.0,3813.0,0.0,1435.0,1,0,0,1,0,1,0
2493,2676,0.0,B/81/P,34.0,0.0,3551.0,1284.0,1865.0,90.0,0.0,1,1,0,0,0,1,0
2494,2677,0.0,D/90/S,51.0,0.0,0.0,302.0,0.0,1367.0,669.0,-1,0,0,1,0,1,0
2495,2678,0.0,F/517/S,21.0,0.0,0.0,680.0,0.0,10.0,0.0,1,0,0,1,1,0,0
2497,2682,0.0,G/434/P,31.0,0.0,880.0,0.0,0.0,8.0,0.0,-1,0,0,1,1,0,0
2498,2683,0.0,A/32/S,36.0,0.0,2.0,1297.0,0.0,4.0,0.0,1,0,0,1,0,1,0
2499,2684,0.0,B/83/P,39.0,0.0,0.0,7116.0,0.0,13208.0,1515.0,-1,0,0,1,0,1,0
2500,2685,0.0,G/435/P,26.0,0.0,886.0,0.0,0.0,0.0,21.0,-1,0,0,1,1,0,0
2501,2687,0.0,F/556/P,51.0,0.0,0.0,1347.0,0.0,43.0,0.0,1,0,0,1,1,0,0
2503,2690,0.0,E/185/S,27.0,0.0,339.0,104.0,116.0,160.0,0.0,1,1,0,0,1,0,0
2504,2691,0.0,F/558/P,31.0,0.0,0.0,243.0,1.0,559.0,0.0,-1,0,0,1,1,0,0
2506,2693,0.0,A/22/P,57.0,0.0,0.0,1514.0,0.0,72.0,1393.0,-1,0,0,1,0,1,0
2507,2693,0.0,A/22/P,36.0,1.0,11.0,79.0,0.0,210.0,1895.0,-1,1,0,0,0,1,0
2508,2693,0.0,A/22/P,55.0,0.0,0.0,846.0,0.0,263.0,2024.0,-1,0,0,1,0,1,0
2510,2695,0.0,E/186/S,18.0,0.0,947.0,0.0,4.0,4.0,0.0,-1,0,0,1,0,0,1
2512,2698,0.0,C/94/P,50.0,0.0,0.0,2684.0,0.0,153.0,1751.0,-1,0,0,1,0,1,0
2513,2700,0.0,F/520/S,24.0,0.0,45.0,138.0,1.0,0.0,530.0,-1,0,0,1,1,0,0
2514,2701,1.0,G/428/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
2515,2702,1.0,G/437/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2516,2703,0.0,G/429/S,18.0,0.0,0.0,617.0,0.0,0.0,10.0,-1,0,0,1,1,0,0
2517,2704,0.0,F/521/S,44.0,0.0,1178.0,1.0,348.0,0.0,0.0,-1,0,0,1,1,0,0
2518,2706,1.0,B/102/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2519,2707,0.0,B/103/S,58.0,0.0,1113.0,1650.0,0.0,194.0,510.0,1,0,0,1,0,1,0
2520,2707,1.0,B/103/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0
2521,2708,0.0,F/522/S,23.0,0.0,3.0,548.0,37.0,0.0,12.0,1,0,1,0,1,0,0
2522,2709,1.0,F/523/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2523,2709,0.0,F/523/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2526,2712,1.0,B/105/S,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2527,2713,1.0,G/438/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2529,2717,0.0,G/431/S,18.0,0.0,130.0,0.0,13.0,191.0,554.0,-1,0,0,1,1,0,0
2530,2718,1.0,B/106/S,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2531,2720,0.0,G/439/P,23.0,0.0,171.0,2373.0,1.0,30.0,985.0,-1,0,1,0,1,0,0
2532,2720,0.0,G/439/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2533,2720,1.0,G/439/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2534,2721,0.0,F/563/P,25.0,0.0,21.0,746.0,55.0,0.0,4.0,-1,0,1,0,1,0,0
2535,2722,1.0,D/93/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2536,2723,1.0,C/99/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
2537,2723,0.0,C/99/S,54.0,0.0,0.0,5876.0,0.0,0.0,914.0,1,0,0,1,0,1,0
2538,2724,1.0,F/564/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2539,2724,0.0,F/564/P,48.0,0.0,1200.0,0.0,38.0,48.0,0.0,-1,0,0,1,0,0,1
2540,2725,0.0,F/565/P,40.0,0.0,0.0,0.0,362.0,272.0,0.0,-1,0,0,1,1,0,0
2541,2726,1.0,G/440/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2542,2727,0.0,F/525/S,32.0,0.0,0.0,9.0,11.0,784.0,63.0,-1,0,0,1,1,0,0
2543,2729,1.0,G/432/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2545,2730,0.0,F/527/S,16.0,0.0,0.0,1115.0,0.0,1674.0,132.0,-1,0,0,1,1,0,0
2548,2732,0.0,G/435/S,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
2549,2734,0.0,F/567/P,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2550,2736,0.0,D/81/P,27.0,1.0,1709.0,4.0,24.0,0.0,0.0,-1,0,0,1,0,0,1
2551,2737,0.0,C/100/S,45.0,0.0,0.0,726.0,0.0,281.0,1257.0,1,1,0,0,0,1,0
2552,2737,0.0,C/100/S,26.0,0.0,2381.0,1772.0,0.0,0.0,2618.0,-1,0,0,1,0,1,0
2553,2738,0.0,E/187/S,29.0,0.0,1049.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2555,2740,0.0,E/163/P,19.0,0.0,1.0,143.0,0.0,254.0,107.0,1,0,0,1,1,0,0
2556,2741,0.0,E/164/P,43.0,0.0,471.0,0.0,133.0,2.0,692.0,-1,0,0,1,0,0,1
2557,2743,0.0,F/528/S,15.0,0.0,746.0,0.0,2.0,0.0,11.0,-1,0,0,1,1,0,0
2559,2746,0.0,F/569/P,52.0,0.0,758.0,0.0,356.0,5.0,0.0,-1,0,0,1,0,0,1
2561,2748,0.0,F/529/S,29.0,0.0,143.0,548.0,0.0,0.0,0.0,1,1,0,0,1,0,0
2564,2752,0.0,G/444/P,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2566,2752,0.0,E/165/P,58.0,0.0,0.0,82.0,0.0,758.0,0.0,1,0,0,1,1,0,0
2567,2753,0.0,E/188/S,39.0,0.0,0.0,0.0,0.0,0.0,907.0,-1,0,1,0,1,0,0
2568,2754,0.0,E/166/P,13.0,0.0,911.0,1.0,0.0,74.0,0.0,-1,0,0,1,1,0,0
2569,2755,1.0,B/85/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2570,2756,0.0,F/572/P,23.0,0.0,253.0,0.0,0.0,888.0,0.0,-1,1,0,0,0,0,1
2572,2759,0.0,E/167/P,33.0,0.0,0.0,0.0,170.0,14.0,810.0,-1,0,0,1,1,0,0
2574,2760,1.0,G/438/S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2575,2760,1.0,G/438/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2576,2762,0.0,G/439/S,36.0,0.0,625.0,0.0,260.0,0.0,0.0,-1,0,0,1,1,0,0
2577,2762,0.0,G/439/S,15.0,0.0,254.0,0.0,10.0,180.0,0.0,-1,1,0,0,1,0,0
2578,2763,0.0,E/168/P,31.0,0.0,91.0,756.0,0.0,0.0,12.0,1,0,0,1,1,0,0
2579,2764,0.0,E/189/S,42.0,0.0,0.0,0.0,213.0,166.0,1209.0,1,0,0,1,1,0,0
2580,2765,0.0,F/532/S,27.0,0.0,1502.0,1.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2582,2768,0.0,G/442/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2583,2768,1.0,G/442/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2585,2770,0.0,G/443/S,56.0,0.0,0.0,1721.0,0.0,96.0,0.0,-1,0,0,1,1,0,0
2586,2772,0.0,G/444/S,23.0,0.0,0.0,0.0,0.0,757.0,0.0,-1,0,0,1,1,0,0
2587,2773,0.0,D/94/S,25.0,0.0,314.0,2.0,648.0,92.0,0.0,-1,0,0,1,0,0,1
2588,2774,0.0,F/575/P,29.0,0.0,3.0,0.0,3.0,0.0,697.0,-1,0,0,1,1,0,0
2589,2774,0.0,F/575/P,17.0,0.0,0.0,1195.0,31.0,0.0,0.0,-1,0,0,1,1,0,0
2590,2774,0.0,F/575/P,13.0,0.0,412.0,4.0,0.0,0.0,551.0,-1,0,0,1,1,0,0
2593,2780,0.0,F/578/P,24.0,0.0,14.0,702.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2594,2781,1.0,G/447/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2595,2783,1.0,D/83/P,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2596,2783,0.0,D/83/P,29.0,0.0,2.0,8.0,0.0,2864.0,155.0,-1,1,0,0,0,1,0
2597,2784,0.0,G/448/P,46.0,0.0,0.0,0.0,1661.0,52.0,8.0,1,0,0,1,1,0,0
2599,2786,0.0,E/190/S,53.0,0.0,0.0,1.0,0.0,195.0,493.0,1,0,1,0,1,0,0
2601,2788,1.0,G/449/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
2602,2789,1.0,G/450/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2604,2790,0.0,B/86/P,41.0,0.0,0.0,320.0,4333.0,1313.0,51.0,-1,1,0,0,0,1,0
2605,2790,0.0,B/86/P,29.0,0.0,3.0,933.0,0.0,674.0,731.0,-1,0,0,1,0,1,0
2606,2790,0.0,B/86/P,54.0,0.0,0.0,37.0,0.0,4689.0,0.0,-1,1,0,0,0,1,0
2607,2790,0.0,B/86/P,43.0,0.0,0.0,9923.0,660.0,10.0,266.0,1,1,0,0,0,1,0
2608,2792,1.0,G/446/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
2609,2793,0.0,E/169/P,48.0,0.0,784.0,87.0,0.0,0.0,1.0,1,0,0,1,1,0,0
2610,2795,0.0,C/103/S,34.0,0.0,10.0,5659.0,15.0,3.0,0.0,1,0,0,1,0,1,0
2611,2795,0.0,C/103/S,42.0,0.0,0.0,802.0,0.0,2622.0,671.0,-1,0,0,1,0,1,0
2612,2796,0.0,F/536/S,17.0,0.0,0.0,0.0,0.0,863.0,0.0,-1,1,0,0,1,0,0
2613,2797,0.0,F/580/P,22.0,0.0,0.0,0.0,0.0,0.0,1345.0,-1,0,0,1,1,0,0
2615,2798,1.0,A/23/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2616,2799,0.0,G/447/S,21.0,0.0,3.0,0.0,0.0,881.0,0.0,-1,0,0,1,1,0,0
2618,2801,0.0,B/87/P,27.0,0.0,1.0,767.0,0.0,13104.0,3657.0,-1,0,0,1,0,1,0
2619,2802,0.0,F/581/P,23.0,0.0,18.0,2595.0,0.0,0.0,122.0,1,0,0,1,1,0,0
2620,2805,0.0,F/582/P,19.0,0.0,0.0,0.0,366.0,268.0,0.0,-1,0,0,1,1,0,0
2621,2806,0.0,D/95/S,28.0,0.0,948.0,0.0,64.0,170.0,0.0,-1,0,0,1,0,0,1
2622,2807,0.0,E/171/P,33.0,0.0,0.0,0.0,154.0,22.0,820.0,-1,0,0,1,1,0,0
2623,2807,1.0,G/452/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
2624,2807,1.0,G/452/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2625,2809,1.0,G/453/P,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2626,2810,1.0,G/454/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
2627,2811,0.0,F/537/S,44.0,0.0,0.0,0.0,0.0,0.0,871.0,-1,0,0,1,1,0,0
2628,2812,0.0,F/538/S,43.0,0.0,803.0,0.0,384.0,120.0,0.0,1,1,0,0,0,0,1
2629,2813,1.0,G/449/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2632,2818,0.0,F/585/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2633,2818,1.0,F/585/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
2634,2818,0.0,F/585/P,24.0,0.0,165.0,0.0,981.0,2.0,0.0,1,0,0,1,0,0,1
2635,2819,0.0,F/586/P,38.0,0.0,77.0,169.0,0.0,0.0,470.0,-1,0,0,1,1,0,0
2636,2820,1.0,G/457/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2637,2821,1.0,G/458/P,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
2643,2823,1.0,F/587/P,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
2644,2824,1.0,C/104/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
2646,2826,0.0,C/96/P,28.0,0.0,1581.0,213.0,0.0,18.0,3051.0,-1,1,0,0,0,1,0
2647,2826,0.0,C/96/P,49.0,0.0,20.0,6807.0,174.0,3538.0,2473.0,-1,0,0,1,0,1,0
2648,2831,0.0,D/86/P,23.0,0.0,0.0,824.0,0.0,495.0,1479.0,1,0,0,1,0,1,0
2649,2831,0.0,D/86/P,19.0,0.0,0.0,1.0,0.0,2085.0,55.0,-1,0,0,1,0,1,0
2650,2832,0.0,E/173/P,34.0,0.0,0.0,250.0,23.0,0.0,514.0,-1,0,0,1,1,0,0
2651,2834,0.0,C/105/S,40.0,1.0,0.0,11.0,0.0,2205.0,1295.0,1,0,0,1,0,1,0
2654,2838,0.0,E/174/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
2655,2839,0.0,C/107/S,51.0,0.0,1.0,3935.0,0.0,146.0,0.0,1,0,0,1,0,1,0
2656,2840,0.0,F/540/S,44.0,0.0,672.0,0.0,0.0,0.0,20.0,-1,1,0,0,1,0,0
2657,2843,0.0,E/175/P,50.0,0.0,357.0,0.0,657.0,0.0,0.0,-1,0,0,1,0,0,1
2658,2846,1.0,G/452/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2659,2847,1.0,G/464/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
2661,2853,0.0,F/544/S,20.0,0.0,56.0,757.0,111.0,0.0,0.0,1,0,0,1,1,0,0
2665,2858,1.0,C/109/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
