,PassengerGroup,HomePlanet,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e
863,926,Europa,0.0,B/39/S,30.0,0.0,0.0,7992.0,0.0,507.0,25.0,1,1,0,0
864,926,Europa,0.0,B/39/S,30.0,0.0,0.0,760.0,234.0,2761.0,81.0,-1,0,0,1
865,927,Earth,0.0,G/140/S,25.0,0.0,0.0,458.0772032902468,699.0,43.0,22.0,-1,0,0,1
866,928,Earth,1.0,G/133/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
867,930,Earth,0.0,F/192/P,38.0,0.0,646.0,0.0,0.0,135.0,260.0,-1,0,0,1
868,930,Earth,1.0,G/134/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
869,931,Earth,0.0,F/193/P,19.0,0.0,0.0,458.0772032902468,115.0,126.0,491.0,1,0,0,1
870,932,Mars,1.0,,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
871,933,Europa,0.0,C/35/P,30.0,0.0,14.0,12045.0,0.0,2121.0,0.0,1,0,0,1
872,933,Europa,0.0,C/35/P,29.0,0.0,0.0,1127.0,0.0,1867.0,1070.0,-1,0,0,1
873,935,Earth,0.0,F/194/P,36.0,0.0,0.0,11.0,0.0,18.0,872.0,-1,0,0,1
874,938,Earth,0.0,F/172/S,24.0,0.0,174.0,0.0,0.0,630.0,0.0,-1,0,0,1
875,938,Earth,0.0,E/68/S,30.0,0.0,0.0,0.0,871.0,0.0,0.0,1,0,0,1
876,938,Earth,0.0,G/143/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
877,939,Earth,1.0,G/135/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
878,940,Earth,0.0,G/136/P,38.0,0.0,55.0,741.0,0.0,0.0,13.0,1,0,0,1
879,941,Earth,0.0,F/195/P,13.0,0.0,0.0,7.0,0.0,1175.0,0.0,-1,0,0,1
880,942,Mars,0.0,F/196/P,18.0,0.0,594.0,0.0,555.0,0.0,0.0,-1,0,0,1
881,944,Earth,0.0,G/137/P,16.0,0.0,891.0,0.0,831.0,0.0,0.0,-1,0,0,1
882,944,Earth,0.0,G/137/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0
883,946,Earth,0.0,F/198/P,19.0,0.0,72.0,5.0,0.0,342.0,188.0,1,0,0,1
884,947,Earth,0.0,G/138/P,26.0,0.0,0.0,474.0,0.0,0.0,201.0,-1,1,0,0
885,949,Earth,1.0,G/140/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
886,951,Earth,1.0,G/144/S,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
887,952,Mars,0.0,F/175/S,45.0,0.0,877.0,0.0,1383.0,0.0,0.0,-1,0,0,1
888,953,Earth,0.0,F/199/P,48.0,0.0,0.0,306.0,3.0,311.1387779083431,359.0,-1,0,1,0
889,955,Earth,1.0,G/145/S,17.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,1,0,0
890,956,Earth,0.0,E/70/S,28.0,0.0,0.0,631.0,0.0,5.0,0.0,1,0,0,1
891,957,Mars,1.0,F/201/P,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
892,960,Earth,0.0,E/72/S,19.0,0.0,3.0,0.0,173.72916912197996,0.0,788.0,-1,0,0,1
893,961,Earth,0.0,G/141/P,14.0,0.0,0.0,885.0,8.0,0.0,0.0,1,1,0,0
894,964,Europa,1.0,B/36/P,21.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,1,0,0,1
895,964,Europa,1.0,B/36/P,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
896,965,Mars,0.0,F/178/S,19.0,0.0,631.0,0.0,834.0,304.0,0.0,-1,0,0,1
897,966,Earth,0.0,F/179/S,29.0,0.0,1377.0,0.0,0.0,167.0,0.0,-1,0,0,1
898,968,Earth,0.0,E/53/P,20.0,0.0,792.0,0.0,0.0,0.0,0.0,-1,0,0,1
899,969,Mars,1.0,F/202/P,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
900,970,Earth,1.0,G/142/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
901,971,Earth,1.0,G/143/P,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
902,972,Earth,0.0,E/54/P,21.0,0.0,0.0,314.0,323.0,1026.0,6.0,-1,0,0,1
903,975,Earth,0.0,E/56/P,32.0,0.0,58.0,317.0,448.0,3.0,0.0,1,1,0,0
904,976,Earth,1.0,G/146/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
905,978,Earth,0.0,F/203/P,24.0,0.0,224.687617481203,32.0,8.0,0.0,0.0,-1,0,0,1
906,979,Europa,0.0,B/40/S,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
907,982,Earth,1.0,G/145/P,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
908,982,Earth,0.0,G/145/P,51.0,0.0,224.687617481203,458.0772032902468,4.0,0.0,0.0,-1,0,0,1
909,983,Earth,1.0,G/149/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
910,984,Earth,0.0,G/150/S,45.0,0.0,0.0,1.0,13.0,0.0,873.0,-1,0,0,1
911,984,Earth,0.0,F/182/S,24.0,0.0,0.0,0.0,718.0,0.0,0.0,-1,0,0,1
912,984,Earth,0.0,G/150/S,23.0,0.0,0.0,0.0,490.0,0.0,319.0,-1,0,0,1
913,984,Earth,1.0,G/150/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
914,984,Earth,0.0,F/182/S,20.0,0.0,0.0,11.0,0.0,136.0,1088.0,-1,1,0,0
915,984,Earth,1.0,G/150/S,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
916,984,Earth,1.0,G/150/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
917,984,Earth,1.0,G/150/S,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
918,985,Earth,0.0,E/57/P,18.0,0.0,6.0,0.0,173.72916912197996,12.0,704.0,1,1,0,0
919,987,Earth,0.0,F/204/P,16.0,0.0,3.0,0.0,35.0,150.0,478.0,-1,0,0,1
920,988,Earth,0.0,G/151/S,28.0,0.0,0.0,3.0,906.0,0.0,0.0,-1,0,0,1
921,988,Earth,0.0,E/73/S,36.0,0.0,1.0,784.0,0.0,55.0,149.0,1,0,0,1
922,989,Earth,0.0,G/146/P,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
923,990,Earth,0.0,F/183/S,26.0,0.0,0.0,541.0,46.0,4.0,96.0,-1,0,1,0
924,991,Earth,1.0,G/152/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
925,992,Europa,0.0,D/35/S,49.0,0.0,31.0,2727.0,0.0,184.0,135.0,1,0,0,1
926,992,Europa,0.0,D/35/S,29.0,0.0,387.0,942.0,0.0,9927.0,1341.0,-1,0,0,1
927,992,Europa,0.0,D/35/S,46.0,0.0,1192.0,1736.0,17.0,21.0,0.0,1,1,0,0
928,992,Europa,0.0,,35.0,1.0,8030.0,300.0,0.0,0.0,1436.0,-1,1,0,0
929,992,Europa,1.0,D/35/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
930,992,Europa,0.0,D/35/S,37.0,0.0,4301.0,791.0,0.0,1748.0,91.0,-1,1,0,0
931,993,Earth,0.0,F/184/S,24.0,0.0,252.0,0.0,0.0,449.0,0.0,-1,1,0,0
932,994,Earth,1.0,G/153/S,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
933,994,Earth,0.0,F/185/S,26.0,0.0,621.0,1.0,98.0,11.0,135.0,-1,0,0,1
934,995,Europa,1.0,C/36/P,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
935,997,Mars,0.0,F/186/S,27.0,0.0,253.0,0.0,880.0,22.0,2.0,-1,0,0,1
936,998,Europa,0.0,C/37/P,56.0,0.0,0.0,7447.0,0.0,253.0,35.0,1,0,0,1
937,1000,Mars,0.0,D/39/P,18.0,0.0,885.0,0.0,32.0,0.0,0.0,-1,0,0,1
938,1001,Earth,1.0,G/154/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
939,1002,Mars,0.0,F/187/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
940,1002,Mars,0.0,F/187/S,42.0,0.0,1050.0,0.0,715.0,0.0,3.0,-1,0,0,1
941,1002,Mars,1.0,F/187/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
942,1004,Europa,1.0,A/11/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
943,1005,Earth,0.0,G/156/S,20.0,0.0,0.0,0.0,4.0,9.0,773.0,-1,0,0,1
944,1006,Earth,0.0,E/74/S,21.0,0.0,0.0,0.0,0.0,0.0,791.0,-1,0,0,1
945,1006,Earth,1.0,E/74/S,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
946,1006,Earth,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
947,1008,Europa,1.0,C/39/S,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
948,1008,Europa,1.0,C/39/S,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
949,1011,Earth,0.0,,31.0,0.0,1633.0,4.0,49.0,6.0,0.0,-1,0,0,1
950,1011,Earth,1.0,G/148/P,58.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
951,1012,Earth,1.0,G/149/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
952,1013,Earth,1.0,G/158/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
953,1014,Mars,1.0,F/207/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
954,1015,Earth,0.0,F/189/S,44.0,0.0,0.0,131.0,267.0,554.0,0.0,-1,0,0,1
955,1017,Earth,0.0,F/190/S,20.0,0.0,0.0,15.0,122.0,1125.0,0.0,-1,0,0,1
956,1018,Earth,1.0,G/150/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
957,1019,Earth,0.0,F/191/S,36.0,0.0,1.0,1410.0,0.0,1.0,0.0,1,0,0,1
958,1020,Mars,1.0,F/208/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
959,1022,Earth,0.0,,15.0,0.0,48.0,6.0,0.0,954.0,0.0,-1,0,0,1
960,1024,Earth,0.0,F/209/P,18.0,0.0,187.0,12.0,0.0,1277.0,0.0,-1,1,0,0
961,1024,Earth,1.0,G/152/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
962,1024,Earth,0.0,G/152/P,54.0,0.0,0.0,5.0,0.0,594.0,209.0,-1,1,0,0
963,1024,Earth,0.0,G/152/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0
964,1025,Earth,0.0,F/210/P,20.0,0.0,759.0,0.0,106.0,202.0,0.0,-1,0,0,1
965,1026,Earth,1.0,G/159/S,21.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,0,0,1
966,1027,Mars,0.0,F/211/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
967,1027,Mars,0.0,F/211/P,46.0,0.0,1454.0,0.0,81.0,38.0,0.0,-1,0,0,1
968,1027,Mars,0.0,F/211/P,31.0,0.0,231.0,0.0,173.72916912197996,279.0,9.0,-1,0,0,1
969,1027,Mars,0.0,F/211/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
970,1029,Mars,1.0,F/212/P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
971,1030,Earth,0.0,F/213/P,23.0,0.0,1081.0,0.0,0.0,0.0,7.0,-1,0,0,1
972,1031,Earth,0.0,F/194/S,14.0,0.0,756.0,84.0,0.0,8.0,99.0,-1,0,0,1
973,1032,Earth,1.0,G/153/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
974,1033,Earth,1.0,G/154/P,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
975,1034,Earth,0.0,G/155/P,31.0,0.0,0.0,0.0,0.0,675.0,213.0,-1,0,0,1
976,1035,Mars,0.0,F/214/P,13.0,0.0,4.0,0.0,1973.0,0.0,39.0,1,1,0,0
977,1036,Earth,1.0,G/161/S,24.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,1,0
978,1038,Earth,0.0,G/163/S,47.0,0.0,0.0,306.0,84.0,499.0,0.0,-1,0,0,1
979,1040,Earth,0.0,G/164/S,15.0,0.0,521.0,162.0,62.0,5.0,0.0,1,0,1,0
980,1041,Europa,1.0,,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
981,1043,Earth,0.0,F/215/P,49.0,0.0,0.0,0.0,1526.0,960.0,0.0,-1,0,0,1
982,1045,Europa,0.0,C/38/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
983,1045,Europa,0.0,C/38/P,44.0,0.0,0.0,2349.0,7.0,815.0,10896.0,-1,0,0,1
984,1046,Earth,0.0,F/196/S,16.0,0.0,507.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1
985,1047,Earth,1.0,G/156/P,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
986,1048,Earth,0.0,F/216/P,20.0,0.0,0.0,537.0,612.0,3.0,0.0,1,0,0,1
987,1049,Mars,1.0,F/217/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
988,1049,Mars,1.0,F/217/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
989,1051,Earth,0.0,F/197/S,21.0,0.0,2.0,447.0,81.0,74.0,304.8547912992357,-1,0,0,1
990,1052,Earth,0.0,F/198/S,22.0,0.0,224.687617481203,0.0,21.0,0.0,0.0,-1,1,0,0
991,1053,Earth,0.0,F/199/S,27.0,0.0,182.0,0.0,0.0,0.0,376.0,-1,0,1,0
992,1054,Earth,0.0,F/200/S,58.0,0.0,0.0,0.0,828.0,0.0,96.0,1,0,0,1
993,1056,Earth,1.0,F/218/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
994,1056,Mars,1.0,F/218/P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
995,1057,Europa,1.0,C/39/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
996,1058,Earth,0.0,F/201/S,19.0,0.0,0.0,0.0,27.0,53.0,677.0,-1,0,0,1
997,1060,Earth,0.0,G/166/S,57.0,0.0,224.687617481203,20.0,157.0,21.0,689.0,-1,0,0,1
998,1062,Earth,0.0,F/219/P,26.0,0.0,0.0,773.0,48.0,0.0,149.0,-1,0,0,1
999,1063,Earth,0.0,B/38/P,38.0,0.0,0.0,3262.0,0.0,295.0,1374.0,1,0,0,1
1000,1063,Europa,1.0,B/38/P,15.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1
1001,1065,Mars,1.0,F/202/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1002,1066,Mars,1.0,F/220/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1003,1068,Earth,1.0,G/167/S,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
1004,1071,Earth,0.0,T/0/P,35.0,0.0,415.0,1328.0,0.0,14.0,60.0,-1,0,0,1
1005,1075,Europa,1.0,B/41/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1006,1075,Europa,1.0,B/41/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1007,1076,Earth,1.0,G/161/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1008,1077,Earth,0.0,G/162/P,37.0,0.0,0.0,113.0,0.0,283.0,455.0,-1,0,0,1
1009,1078,Earth,0.0,E/60/P,25.0,0.0,79.0,709.0,0.0,0.0,0.0,-1,1,0,0
1010,1079,Earth,0.0,G/163/P,41.0,0.0,638.0,0.0,133.0,0.0,304.8547912992357,-1,1,0,0
1011,1080,Mars,0.0,F/204/S,50.0,0.0,202.0,458.0772032902468,1108.0,0.0,0.0,-1,0,0,1
1012,1082,Mars,0.0,F/205/S,33.0,0.0,694.0,0.0,60.0,564.0,0.0,-1,0,0,1
1013,1083,Mars,1.0,F/206/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1014,1083,Mars,1.0,F/206/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1015,1083,Mars,0.0,F/206/S,18.0,0.0,556.0,0.0,0.0,852.0,6.0,1,0,0,1
1016,1084,Earth,0.0,F/207/S,31.0,0.0,0.0,1.0,0.0,16.0,843.0,-1,0,0,1
1017,1085,Earth,0.0,G/165/P,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1018,1086,Earth,1.0,G/166/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1019,1086,Earth,0.0,G/166/P,11.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1
1020,1086,Earth,1.0,G/166/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1021,1086,Earth,0.0,E/61/P,19.0,0.0,0.0,0.0,0.0,641.0,0.0,1,0,0,1
1022,1086,Earth,0.0,G/166/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1023,1088,Earth,1.0,G/169/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0
1024,1089,Earth,1.0,D/41/P,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1025,1089,Europa,0.0,D/41/P,26.0,0.0,0.0,565.0,1.0,677.0,794.0,-1,0,0,1
1026,1091,Mars,1.0,F/223/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1027,1093,Mars,0.0,D/42/P,23.0,0.0,1862.0,59.0,18.0,192.0,0.0,1,0,0,1
1028,1094,Earth,0.0,F/224/P,60.0,0.0,437.0,2.0,0.0,0.0,365.0,-1,0,0,1
1029,1095,Europa,1.0,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1030,1096,Earth,0.0,G/170/S,28.82793046746535,0.0,233.0,0.0,0.0,0.0,488.0,-1,0,0,1
1031,1097,Mars,1.0,E/76/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1032,1099,Earth,0.0,F/225/P,22.0,0.0,0.0,78.0,642.0,0.0,0.0,-1,0,1,0
1033,1100,Mars,0.0,F/226/P,18.0,0.0,490.0,355.0,298.0,245.0,0.0,-1,0,0,1
1034,1100,Mars,0.0,F/226/P,5.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1
1035,1100,Mars,0.0,F/226/P,18.0,0.0,787.0,0.0,106.0,1710.0,0.0,-1,0,0,1
1036,1100,Mars,0.0,E/62/P,29.0,0.0,528.0,271.0,99.0,0.0,130.0,-1,0,0,1
1037,1102,Mars,0.0,F/227/P,39.0,0.0,173.0,0.0,660.0,1.0,781.0,-1,0,1,0
1038,1105,Earth,0.0,F/208/S,17.0,0.0,82.0,0.0,263.0,16.0,515.0,-1,0,0,1
1039,1108,Mars,0.0,F/211/S,58.0,0.0,55.0,0.0,756.0,246.0,100.0,-1,0,0,1
1040,1108,Mars,1.0,F/211/S,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1041,1110,Europa,0.0,C/42/S,23.0,0.0,0.0,24.0,0.0,55.0,7516.0,-1,0,0,1
1042,1110,Europa,0.0,C/42/S,26.0,0.0,8.0,6138.0,0.0,3.0,754.0,1,1,0,0
1043,1112,Europa,0.0,B/39/P,40.0,0.0,0.0,4076.0,6124.0,58.0,100.0,1,1,0,0
1044,1113,Earth,0.0,E/78/S,20.0,0.0,0.0,0.0,0.0,0.0,719.0,1,0,0,1
1045,1114,Mars,0.0,E/79/S,38.0,1.0,936.0,0.0,363.0,0.0,0.0,-1,0,0,1
1046,1114,Mars,0.0,E/79/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1047,1115,Earth,1.0,G/173/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1048,1116,Earth,0.0,G/174/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1049,1116,Earth,0.0,,36.0,0.0,0.0,3011.0,0.0,0.0,98.0,1,0,0,1
1050,1116,Earth,1.0,G/174/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1051,1117,Earth,0.0,E/63/P,18.0,0.0,855.0,0.0,51.0,0.0,0.0,-1,0,0,1
1052,1121,Earth,0.0,F/229/P,55.0,0.0,98.0,46.0,0.0,743.0,0.0,1,0,1,0
1053,1123,Europa,0.0,B/40/P,28.0,0.0,0.0,402.0,0.0,135.0,9010.0,-1,0,0,1
1054,1127,Europa,1.0,B/43/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1055,1129,Earth,0.0,E/80/S,28.0,0.0,2.0,0.0,0.0,787.0,3.0,-1,0,0,1
1056,1130,Mars,1.0,E/81/S,23.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,0,0,1
1057,1130,Mars,0.0,D/38/S,20.0,0.0,224.687617481203,3.0,3505.0,199.0,17.0,1,1,0,0
1058,1132,Earth,1.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1059,1133,Mars,0.0,E/64/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1060,1134,Europa,1.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1061,1136,Earth,0.0,G/175/S,32.0,0.0,0.0,1755.0,0.0,0.0,67.0,1,0,0,1
1062,1140,Europa,0.0,B/46/S,53.0,0.0,0.0,143.0,1632.0,3.0,756.0,1,0,0,1
1063,1140,Europa,1.0,B/46/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1064,1140,Europa,1.0,B/46/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1065,1141,Earth,1.0,G/176/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1066,1142,Earth,0.0,G/173/P,54.0,0.0,0.0,0.0,0.0,0.0,908.0,1,0,0,1
1067,1144,Earth,0.0,G/177/S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1068,1144,Earth,0.0,F/217/S,35.0,0.0,482.0,0.0,884.0,0.0,30.0,-1,0,0,1
1069,1144,Earth,0.0,G/177/S,55.0,0.0,412.0,97.0,3.0,0.0,304.8547912992357,-1,0,0,1
1070,1146,Earth,0.0,F/232/P,26.0,0.0,620.0,0.0,187.0,0.0,1304.0,-1,1,0,0
1071,1147,Europa,1.0,B/42/P,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1072,1148,Europa,1.0,C/42/P,22.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,1,0,0
1073,1148,Europa,0.0,C/42/P,28.82793046746535,0.0,0.0,122.0,2138.0,7368.0,1213.0,-1,1,0,0
1074,1148,Europa,0.0,C/42/P,30.0,0.0,0.0,5225.0,0.0,8.0,1933.0,-1,0,0,1
1075,1148,Europa,0.0,,39.0,0.0,0.0,5212.0,2.0,118.0,61.0,1,1,0,0
1076,1148,Europa,1.0,C/42/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1077,1148,Europa,1.0,C/42/P,29.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
1078,1148,Europa,0.0,C/42/P,34.0,0.0,2386.0,841.0,76.0,26.0,1693.0,-1,1,0,0
1079,1149,Earth,0.0,G/178/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1080,1149,Earth,0.0,G/178/S,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1081,1149,Earth,1.0,G/178/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1082,1149,Earth,0.0,G/178/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1
1083,1149,Earth,0.0,G/178/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0
1084,1150,Earth,1.0,G/179/S,16.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,1,0,0
1085,1152,Mars,0.0,F/218/S,41.0,0.0,29.0,0.0,1095.0,0.0,4.0,-1,0,0,1
1086,1153,Earth,1.0,G/174/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1087,1154,Europa,1.0,B/43/P,25.0,0.0,0.0,458.0772032902468,0.0,311.1387779083431,0.0,1,0,0,1
1088,1154,Europa,1.0,B/43/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1089,1154,Europa,1.0,B/43/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
1090,1155,Earth,0.0,F/233/P,26.0,0.0,131.0,799.0,0.0,0.0,16.0,-1,0,0,1
1091,1155,Earth,1.0,G/175/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1092,1156,Europa,0.0,B/47/S,27.0,0.0,0.0,2987.0,2.0,3072.0,67.0,-1,0,0,1
1093,1156,Europa,1.0,B/47/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1094,1161,Europa,0.0,B/48/S,28.0,0.0,0.0,11330.0,72.0,43.0,461.0,1,1,0,0
1095,1161,Europa,0.0,B/48/S,19.0,0.0,0.0,1291.0,0.0,16139.0,687.0,-1,1,0,0
1096,1162,Europa,0.0,C/45/S,31.0,0.0,0.0,1847.0,0.0,103.0,694.0,1,0,0,1
1097,1163,Earth,0.0,F/235/P,35.0,0.0,0.0,1328.0,5.0,0.0,7.0,1,1,0,0
1098,1165,Europa,0.0,B/44/P,46.0,0.0,0.0,7201.0,0.0,32.0,2587.0,-1,1,0,0
1099,1165,Europa,0.0,B/44/P,37.0,0.0,636.0,333.0,0.0,205.0,67.0,-1,0,0,1
1100,1165,Europa,1.0,B/44/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1101,1165,Europa,1.0,B/44/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1102,1166,Europa,0.0,C/43/P,30.0,0.0,0.0,3564.0,926.0,1.0,1920.0,-1,1,0,0
1103,1167,Mars,1.0,F/236/P,28.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
1104,1168,Earth,0.0,E/69/P,16.0,0.0,0.0,58.0,12.0,68.0,653.0,-1,0,0,1
1105,1169,Mars,0.0,F/221/S,40.0,0.0,2357.0,0.0,9.0,0.0,0.0,-1,0,0,1
1106,1170,Earth,0.0,E/83/S,23.0,0.0,0.0,0.0,279.0,0.0,512.0,-1,0,0,1
1107,1173,Earth,0.0,G/182/S,24.0,0.0,96.0,592.0,12.0,0.0,0.0,1,0,1,0
1108,1174,Earth,1.0,G/176/P,36.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1
1109,1175,Mars,1.0,F/223/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
