,PassengerGroup,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars
973,1032,1.0,G/153/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
974,1033,1.0,G/154/P,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
975,1034,0.0,G/155/P,31.0,0.0,0.0,0.0,0.0,675.0,213.0,-1,0,0,1,1,0,0
976,1035,0.0,F/214/P,13.0,0.0,4.0,0.0,1973.0,0.0,39.0,1,1,0,0,0,0,1
977,1036,1.0,G/161/S,24.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,1,0,1,0,0
978,1038,0.0,G/163/S,47.0,0.0,0.0,306.0,84.0,499.0,0.0,-1,0,0,1,1,0,0
979,1040,0.0,G/164/S,15.0,0.0,521.0,162.0,62.0,5.0,0.0,1,0,1,0,1,0,0
980,1041,1.0,,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
981,1043,0.0,F/215/P,49.0,0.0,0.0,0.0,1526.0,960.0,0.0,-1,0,0,1,1,0,0
982,1045,0.0,C/38/P,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0
983,1045,0.0,C/38/P,44.0,0.0,0.0,2349.0,7.0,815.0,10896.0,-1,0,0,1,0,1,0
984,1046,0.0,F/196/S,16.0,0.0,507.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1,1,0,0
985,1047,1.0,G/156/P,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
986,1048,0.0,F/216/P,20.0,0.0,0.0,537.0,612.0,3.0,0.0,1,0,0,1,1,0,0
987,1049,1.0,F/217/P,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
988,1049,1.0,F/217/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
989,1051,0.0,F/197/S,21.0,0.0,2.0,447.0,81.0,74.0,304.8547912992357,-1,0,0,1,1,0,0
990,1052,0.0,F/198/S,22.0,0.0,224.687617481203,0.0,21.0,0.0,0.0,-1,1,0,0,1,0,0
991,1053,0.0,F/199/S,27.0,0.0,182.0,0.0,0.0,0.0,376.0,-1,0,1,0,1,0,0
992,1054,0.0,F/200/S,58.0,0.0,0.0,0.0,828.0,0.0,96.0,1,0,0,1,1,0,0
993,1056,1.0,F/218/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
994,1056,1.0,F/218/P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
995,1057,1.0,C/39/P,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
996,1058,0.0,F/201/S,19.0,0.0,0.0,0.0,27.0,53.0,677.0,-1,0,0,1,1,0,0
997,1060,0.0,G/166/S,57.0,0.0,224.687617481203,20.0,157.0,21.0,689.0,-1,0,0,1,1,0,0
998,1062,0.0,F/219/P,26.0,0.0,0.0,773.0,48.0,0.0,149.0,-1,0,0,1,1,0,0
999,1063,0.0,B/38/P,38.0,0.0,0.0,3262.0,0.0,295.0,1374.0,1,0,0,1,1,0,0
1000,1063,1.0,B/38/P,15.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,0,1,0
1001,1065,1.0,F/202/S,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1002,1066,1.0,F/220/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1003,1068,1.0,G/167/S,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
1004,1071,0.0,T/0/P,35.0,0.0,415.0,1328.0,0.0,14.0,60.0,-1,0,0,1,1,0,0
1005,1075,1.0,B/41/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1006,1075,1.0,B/41/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1007,1076,1.0,G/161/P,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1008,1077,0.0,G/162/P,37.0,0.0,0.0,113.0,0.0,283.0,455.0,-1,0,0,1,1,0,0
1009,1078,0.0,E/60/P,25.0,0.0,79.0,709.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
1010,1079,0.0,G/163/P,41.0,0.0,638.0,0.0,133.0,0.0,304.8547912992357,-1,1,0,0,1,0,0
1011,1080,0.0,F/204/S,50.0,0.0,202.0,458.0772032902468,1108.0,0.0,0.0,-1,0,0,1,0,0,1
1012,1082,0.0,F/205/S,33.0,0.0,694.0,0.0,60.0,564.0,0.0,-1,0,0,1,0,0,1
1013,1083,1.0,F/206/S,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1014,1083,1.0,F/206/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1015,1083,0.0,F/206/S,18.0,0.0,556.0,0.0,0.0,852.0,6.0,1,0,0,1,0,0,1
1016,1084,0.0,F/207/S,31.0,0.0,0.0,1.0,0.0,16.0,843.0,-1,0,0,1,1,0,0
1017,1085,0.0,G/165/P,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1018,1086,1.0,G/166/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1019,1086,0.0,G/166/P,11.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1,1,0,0
1020,1086,1.0,G/166/P,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1021,1086,0.0,E/61/P,19.0,0.0,0.0,0.0,0.0,641.0,0.0,1,0,0,1,1,0,0
1022,1086,0.0,G/166/P,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1023,1088,1.0,G/169/S,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
1024,1089,1.0,D/41/P,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1025,1089,0.0,D/41/P,26.0,0.0,0.0,565.0,1.0,677.0,794.0,-1,0,0,1,0,1,0
1026,1091,1.0,F/223/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1027,1093,0.0,D/42/P,23.0,0.0,1862.0,59.0,18.0,192.0,0.0,1,0,0,1,0,0,1
1028,1094,0.0,F/224/P,60.0,0.0,437.0,2.0,0.0,0.0,365.0,-1,0,0,1,1,0,0
1029,1095,1.0,,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1030,1096,0.0,G/170/S,28.82793046746535,0.0,233.0,0.0,0.0,0.0,488.0,-1,0,0,1,1,0,0
1031,1097,1.0,E/76/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1032,1099,0.0,F/225/P,22.0,0.0,0.0,78.0,642.0,0.0,0.0,-1,0,1,0,1,0,0
1033,1100,0.0,F/226/P,18.0,0.0,490.0,355.0,298.0,245.0,0.0,-1,0,0,1,0,0,1
1034,1100,0.0,F/226/P,5.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1035,1100,0.0,F/226/P,18.0,0.0,787.0,0.0,106.0,1710.0,0.0,-1,0,0,1,0,0,1
1036,1100,0.0,E/62/P,29.0,0.0,528.0,271.0,99.0,0.0,130.0,-1,0,0,1,0,0,1
1037,1102,0.0,F/227/P,39.0,0.0,173.0,0.0,660.0,1.0,781.0,-1,0,1,0,0,0,1
1038,1105,0.0,F/208/S,17.0,0.0,82.0,0.0,263.0,16.0,515.0,-1,0,0,1,1,0,0
1039,1108,0.0,F/211/S,58.0,0.0,55.0,0.0,756.0,246.0,100.0,-1,0,0,1,0,0,1
1040,1108,1.0,F/211/S,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1041,1110,0.0,C/42/S,23.0,0.0,0.0,24.0,0.0,55.0,7516.0,-1,0,0,1,0,1,0
1042,1110,0.0,C/42/S,26.0,0.0,8.0,6138.0,0.0,3.0,754.0,1,1,0,0,0,1,0
1043,1112,0.0,B/39/P,40.0,0.0,0.0,4076.0,6124.0,58.0,100.0,1,1,0,0,0,1,0
1044,1113,0.0,E/78/S,20.0,0.0,0.0,0.0,0.0,0.0,719.0,1,0,0,1,1,0,0
1045,1114,0.0,E/79/S,38.0,1.0,936.0,0.0,363.0,0.0,0.0,-1,0,0,1,0,0,1
1046,1114,0.0,E/79/S,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
1047,1115,1.0,G/173/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1048,1116,0.0,G/174/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1049,1116,0.0,,36.0,0.0,0.0,3011.0,0.0,0.0,98.0,1,0,0,1,1,0,0
1050,1116,1.0,G/174/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1051,1117,0.0,E/63/P,18.0,0.0,855.0,0.0,51.0,0.0,0.0,-1,0,0,1,1,0,0
1052,1121,0.0,F/229/P,55.0,0.0,98.0,46.0,0.0,743.0,0.0,1,0,1,0,1,0,0
1053,1123,0.0,B/40/P,28.0,0.0,0.0,402.0,0.0,135.0,9010.0,-1,0,0,1,0,1,0
1054,1127,1.0,B/43/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1055,1129,0.0,E/80/S,28.0,0.0,2.0,0.0,0.0,787.0,3.0,-1,0,0,1,1,0,0
1056,1130,1.0,E/81/S,23.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
1057,1130,0.0,D/38/S,20.0,0.0,224.687617481203,3.0,3505.0,199.0,17.0,1,1,0,0,0,0,1
1058,1132,1.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1059,1133,0.0,E/64/P,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1060,1134,1.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1061,1136,0.0,G/175/S,32.0,0.0,0.0,1755.0,0.0,0.0,67.0,1,0,0,1,1,0,0
1062,1140,0.0,B/46/S,53.0,0.0,0.0,143.0,1632.0,3.0,756.0,1,0,0,1,0,1,0
1063,1140,1.0,B/46/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1064,1140,1.0,B/46/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1065,1141,1.0,G/176/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1066,1142,0.0,G/173/P,54.0,0.0,0.0,0.0,0.0,0.0,908.0,1,0,0,1,1,0,0
1067,1144,0.0,G/177/S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1068,1144,0.0,F/217/S,35.0,0.0,482.0,0.0,884.0,0.0,30.0,-1,0,0,1,1,0,0
1069,1144,0.0,G/177/S,55.0,0.0,412.0,97.0,3.0,0.0,304.8547912992357,-1,0,0,1,1,0,0
1070,1146,0.0,F/232/P,26.0,0.0,620.0,0.0,187.0,0.0,1304.0,-1,1,0,0,1,0,0
1071,1147,1.0,B/42/P,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1072,1148,1.0,C/42/P,22.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,1,0,0,0,1,0
1073,1148,0.0,C/42/P,28.82793046746535,0.0,0.0,122.0,2138.0,7368.0,1213.0,-1,1,0,0,0,1,0
1074,1148,0.0,C/42/P,30.0,0.0,0.0,5225.0,0.0,8.0,1933.0,-1,0,0,1,0,1,0
1075,1148,0.0,,39.0,0.0,0.0,5212.0,2.0,118.0,61.0,1,1,0,0,0,1,0
1076,1148,1.0,C/42/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1077,1148,1.0,C/42/P,29.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,0,1,0
1078,1148,0.0,C/42/P,34.0,0.0,2386.0,841.0,76.0,26.0,1693.0,-1,1,0,0,0,1,0
1079,1149,0.0,G/178/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1080,1149,0.0,G/178/S,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1081,1149,1.0,G/178/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1082,1149,0.0,G/178/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1083,1149,0.0,G/178/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
1084,1150,1.0,G/179/S,16.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
1085,1152,0.0,F/218/S,41.0,0.0,29.0,0.0,1095.0,0.0,4.0,-1,0,0,1,0,0,1
1086,1153,1.0,G/174/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1087,1154,1.0,B/43/P,25.0,0.0,0.0,458.0772032902468,0.0,311.1387779083431,0.0,1,0,0,1,0,1,0
1088,1154,1.0,B/43/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1089,1154,1.0,B/43/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1090,1155,0.0,F/233/P,26.0,0.0,131.0,799.0,0.0,0.0,16.0,-1,0,0,1,1,0,0
1091,1155,1.0,G/175/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1092,1156,0.0,B/47/S,27.0,0.0,0.0,2987.0,2.0,3072.0,67.0,-1,0,0,1,0,1,0
1093,1156,1.0,B/47/S,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1094,1161,0.0,B/48/S,28.0,0.0,0.0,11330.0,72.0,43.0,461.0,1,1,0,0,0,1,0
1095,1161,0.0,B/48/S,19.0,0.0,0.0,1291.0,0.0,16139.0,687.0,-1,1,0,0,0,1,0
1096,1162,0.0,C/45/S,31.0,0.0,0.0,1847.0,0.0,103.0,694.0,1,0,0,1,0,1,0
1097,1163,0.0,F/235/P,35.0,0.0,0.0,1328.0,5.0,0.0,7.0,1,1,0,0,1,0,0
1098,1165,0.0,B/44/P,46.0,0.0,0.0,7201.0,0.0,32.0,2587.0,-1,1,0,0,0,1,0
1099,1165,0.0,B/44/P,37.0,0.0,636.0,333.0,0.0,205.0,67.0,-1,0,0,1,0,1,0
1100,1165,1.0,B/44/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1101,1165,1.0,B/44/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1102,1166,0.0,C/43/P,30.0,0.0,0.0,3564.0,926.0,1.0,1920.0,-1,1,0,0,0,1,0
1103,1167,1.0,F/236/P,28.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,0,0,1
1104,1168,0.0,E/69/P,16.0,0.0,0.0,58.0,12.0,68.0,653.0,-1,0,0,1,1,0,0
1105,1169,0.0,F/221/S,40.0,0.0,2357.0,0.0,9.0,0.0,0.0,-1,0,0,1,0,0,1
1106,1170,0.0,E/83/S,23.0,0.0,0.0,0.0,279.0,0.0,512.0,-1,0,0,1,1,0,0
1107,1173,0.0,G/182/S,24.0,0.0,96.0,592.0,12.0,0.0,0.0,1,0,1,0,1,0,0
1108,1174,1.0,G/176/P,36.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,1,0,0
1109,1175,1.0,F/223/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1110,1177,1.0,C/44/P,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1111,1178,0.0,F/224/S,20.0,0.0,0.0,0.0,600.0,0.0,0.0,-1,0,0,1,1,0,0
1112,1179,1.0,B/49/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1113,1180,0.0,F/225/S,19.0,0.0,0.0,458.0772032902468,957.0,4.0,0.0,-1,0,0,1,1,0,0
1114,1182,1.0,F/237/P,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
1115,1182,0.0,E/70/P,24.0,0.0,2997.0,0.0,3.0,0.0,7.0,1,0,0,1,0,0,1
1116,1182,0.0,F/237/P,23.0,0.0,60.0,1356.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1117,1185,0.0,E/71/P,30.0,0.0,224.687617481203,0.0,0.0,679.0,0.0,-1,0,0,1,0,0,1
1118,1186,0.0,G/183/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1119,1186,0.0,G/183/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1120,1186,1.0,G/183/S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1121,1186,0.0,F/227/S,48.0,0.0,0.0,33.0,654.0,0.0,113.0,1,0,0,1,1,0,0
1122,1186,0.0,G/183/S,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1123,1187,0.0,F/228/S,30.0,0.0,0.0,575.0,180.0,4.0,44.0,-1,0,0,1,1,0,0
1124,1187,0.0,G/184/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1125,1187,0.0,G/184/S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1126,1188,0.0,C/46/P,58.0,0.0,204.0,4227.0,0.0,3026.0,61.0,-1,0,0,1,0,1,0
1127,1190,0.0,E/72/P,52.0,0.0,0.0,243.0,464.0,71.0,8.0,1,0,0,1,1,0,0
1128,1191,0.0,F/229/S,36.0,0.0,0.0,0.0,0.0,0.0,1583.0,-1,0,0,1,1,0,0
1129,1192,0.0,F/238/P,32.0,0.0,600.0,670.0,0.0,187.0,0.0,-1,0,0,1,1,0,0
1130,1193,1.0,B/50/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1131,1193,1.0,B/50/S,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1132,1195,0.0,F/239/P,28.0,0.0,2.0,558.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1133,1197,0.0,B/45/P,32.0,1.0,0.0,122.0,3700.0,337.0,1388.0,-1,1,0,0,0,1,0
1134,1198,0.0,,28.0,0.0,42.0,1116.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1135,1199,0.0,E/73/P,16.0,0.0,0.0,0.0,752.0,0.0,235.0,-1,0,0,1,1,0,0
1136,1203,0.0,B/51/S,50.0,1.0,0.0,5473.0,0.0,703.0,6381.0,-1,1,0,0,0,1,0
1137,1206,0.0,F/241/P,20.0,0.0,71.0,8.0,513.0,354.0,0.0,-1,0,0,1,1,0,0
1138,1208,0.0,G/178/P,23.0,0.0,224.687617481203,0.0,6.0,30.0,200.0,-1,0,0,1,1,0,0
1139,1210,1.0,G/179/P,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1140,1210,0.0,G/179/P,23.0,0.0,393.0,510.0,0.0,0.0,5.0,-1,0,0,1,1,0,0
1141,1211,1.0,G/186/S,53.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
1142,1211,1.0,G/186/S,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1143,1211,1.0,G/186/S,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1144,1211,1.0,G/186/S,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1145,1211,0.0,F/232/S,13.0,0.0,1.0,212.0,843.0,78.0,10.0,1,1,0,0,1,0,0
1146,1211,1.0,G/186/S,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1147,1211,0.0,G/186/S,1.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0,1,0,0
1148,1212,0.0,G/180/P,40.0,0.0,0.0,1.0,195.0,560.0,0.0,-1,0,0,1,1,0,0
1149,1213,0.0,F/242/P,51.0,0.0,0.0,458.0772032902468,800.0,0.0,4.0,1,0,0,1,1,0,0
1150,1214,1.0,G/181/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
1151,1215,1.0,G/187/S,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1152,1216,0.0,G/182/P,20.0,0.0,65.0,905.0,0.0,0.0,0.0,1,0,0,1,1,0,0
1153,1218,0.0,F/243/P,14.0,0.0,0.0,0.0,0.0,2143.0,7.0,-1,0,0,1,1,0,0
1154,1220,0.0,E/76/P,23.0,0.0,0.0,592.0,0.0,345.0,810.0,-1,0,0,1,0,1,0
1155,1221,0.0,G/188/S,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1156,1221,0.0,E/87/S,20.0,0.0,0.0,0.0,0.0,1608.0,1.0,-1,0,0,1,1,0,0
1157,1222,0.0,G/183/P,75.0,0.0,0.0,493.0,0.0,131.0,132.0,-1,0,0,1,1,0,0
1158,1223,1.0,C/48/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1159,1225,0.0,F/244/P,18.0,0.0,2.0,1311.0,60.0,28.0,1.0,1,0,0,1,1,0,0
1160,1228,1.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1161,1228,0.0,E/89/S,59.0,0.0,142.0,0.0,907.0,0.0,0.0,1,0,0,1,0,0,1
1162,1229,0.0,F/245/P,27.0,0.0,0.0,0.0,863.0,33.0,2.0,1,0,0,1,1,0,0
1163,1230,0.0,G/189/S,38.0,0.0,354.0,34.0,0.0,291.0,229.0,-1,0,0,1,1,0,0
1164,1231,1.0,E/77/P,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
1165,1232,1.0,C/49/S,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1166,1232,0.0,C/49/S,29.0,0.0,0.0,42.0,0.0,4651.0,661.0,-1,1,0,0,0,1,0
1167,1233,1.0,G/184/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
1168,1234,0.0,F/236/S,23.0,0.0,0.0,0.0,1250.0,0.0,0.0,1,0,1,0,1,0,0
1169,1235,0.0,F/237/S,32.0,0.0,27.0,393.0,1061.0,27.0,0.0,1,0,0,1,1,0,0
1170,1236,0.0,F/246/P,21.0,0.0,614.0,43.0,0.0,1.0,0.0,-1,1,0,0,1,0,0
1171,1238,0.0,C/50/S,26.0,0.0,0.0,1026.0,3301.0,831.0,356.0,1,0,0,1,0,1,0
1172,1238,1.0,B/53/S,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
1173,1239,0.0,E/78/P,30.0,0.0,585.0,13.0,122.0,40.0,105.0,1,0,1,0,1,0,0
1174,1240,0.0,F/238/S,40.0,0.0,889.0,185.0,0.0,0.0,28.0,1,0,0,1,1,0,0
1175,1242,0.0,C/48/P,37.0,0.0,0.0,4677.0,0.0,115.0,223.0,1,1,0,0,0,1,0
1176,1243,0.0,A/9/P,41.0,0.0,0.0,4224.0,0.0,1374.0,1281.0,-1,0,0,1,0,1,0
1177,1243,0.0,A/9/P,32.0,0.0,8168.0,69.0,11.0,371.0,0.0,-1,0,0,1,0,1,0
1178,1246,0.0,G/185/P,30.0,0.0,0.0,192.0,0.0,565.0,0.0,-1,0,0,1,1,0,0
1179,1248,0.0,F/239/S,27.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,1,0,1,0,0
1180,1250,0.0,F/240/S,22.0,0.0,0.0,17.0,0.0,61.0,567.0,-1,0,0,1,1,0,0
1181,1254,0.0,D/44/S,54.0,0.0,704.0,0.0,431.0,0.0,47.0,-1,0,0,1,0,0,1
1182,1254,0.0,F/241/S,27.0,0.0,4.0,0.0,896.0,229.0,0.0,-1,0,0,1,0,0,1
1183,1255,1.0,F/242/S,52.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,0,0,1
1184,1255,1.0,F/242/S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1185,1256,0.0,E/92/S,27.0,0.0,1277.0,0.0,1.0,10.0,9.0,-1,0,0,1,0,0,1
1186,1258,0.0,A/10/P,30.0,0.0,0.0,3628.0,289.0,1737.0,4987.0,-1,1,0,0,0,1,0
1187,1259,0.0,F/243/S,19.0,0.0,0.0,0.0,619.0,0.0,142.0,-1,0,0,1,1,0,0
1188,1260,1.0,G/186/P,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
1189,1261,0.0,C/49/P,43.0,0.0,1365.0,3106.0,0.0,50.0,2313.0,-1,1,0,0,0,1,0
1190,1263,0.0,F/244/S,25.0,0.0,1084.0,1.0,66.0,0.0,5.0,-1,0,0,1,0,0,1
1191,1264,0.0,E/79/P,51.0,0.0,0.0,1.0,0.0,51.0,945.0,-1,0,0,1,1,0,0
1192,1267,1.0,G/191/S,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
1193,1269,0.0,E/80/P,21.0,0.0,2066.0,0.0,15.0,0.0,1.0,-1,0,0,1,0,0,1
1194,1271,1.0,G/189/P,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
1195,1273,0.0,F/246/S,23.0,0.0,0.0,0.0,0.0,759.0,0.0,-1,0,0,1,1,0,0
1196,1274,0.0,F/254/P,38.0,0.0,0.0,0.0,591.0,40.0,173.0,-1,1,0,0,1,0,0
1197,1278,1.0,G/190/P,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1198,1279,1.0,C/50/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
1199,1280,0.0,F/257/P,44.0,0.0,0.0,178.0,482.0,0.0,0.0,1,0,1,0,1,0,0
1200,1281,1.0,G/193/S,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
1201,1282,1.0,G/191/P,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
1202,1283,0.0,G/194/S,19.0,0.0,6.0,458.0772032902468,1.0,714.0,0.0,-1,0,0,1,1,0,0
1203,1284,1.0,F/247/S,28.82793046746535,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,0,0,1
1204,1285,0.0,F/258/P,36.0,0.0,286.0,415.0,16.0,0.0,0.0,-1,1,0,0,1,0,0
1205,1286,1.0,F/248/S,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1206,1287,1.0,F/259/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
1207,1287,1.0,F/259/P,4.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,1,0,0,0,0,1
