,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars,cabinsides,cabindeck,cabinnumber
2596,2783,0.0,29.0,0.0,2.0,8.0,0.0,2864.0,155.0,-1,1,0,0,0,1,0,0,4,83
2597,2784,0.0,46.0,0.0,0.0,0.0,1661.0,52.0,8.0,1,0,0,1,1,0,0,0,7,448
2598,2785,1.0,58.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,102
2599,2786,0.0,53.0,0.0,0.0,1.0,0.0,195.0,493.0,1,0,1,0,1,0,0,1,5,190
2600,2787,0.0,21.0,0.0,13.0,458.0772032902468,1098.0,64.0,1.0,-1,1,0,0,1,0,0,1,6,535
2601,2788,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,449
2602,2789,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,450
2603,2790,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,86
2604,2790,0.0,41.0,0.0,0.0,320.0,4333.0,1313.0,51.0,-1,1,0,0,0,1,0,0,2,86
2605,2790,0.0,29.0,0.0,3.0,933.0,0.0,674.0,731.0,-1,0,0,1,0,1,0,0,2,86
2606,2790,0.0,54.0,0.0,0.0,37.0,0.0,4689.0,0.0,-1,1,0,0,0,1,0,0,2,86
2607,2790,0.0,43.0,0.0,0.0,9923.0,660.0,10.0,266.0,1,1,0,0,0,1,0,0,2,86
2608,2792,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,446
2609,2793,0.0,48.0,0.0,784.0,87.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0,5,169
2610,2795,0.0,34.0,0.0,10.0,5659.0,15.0,3.0,0.0,1,0,0,1,0,1,0,1,3,103
2611,2795,0.0,42.0,0.0,0.0,802.0,0.0,2622.0,671.0,-1,0,0,1,0,1,0,1,3,103
2612,2796,0.0,17.0,0.0,0.0,0.0,0.0,863.0,0.0,-1,1,0,0,1,0,0,1,6,536
2613,2797,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1345.0,-1,0,0,1,1,0,0,0,6,580
2614,2798,0.0,37.0,0.0,6.0,437.0,173.72916912197996,54.0,3030.0,-1,0,0,1,0,1,0,0,1,23
2615,2798,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,1,23
2616,2799,0.0,21.0,0.0,3.0,0.0,0.0,881.0,0.0,-1,0,0,1,1,0,0,1,7,447
2617,2799,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,447
2618,2801,0.0,27.0,0.0,1.0,767.0,0.0,13104.0,3657.0,-1,0,0,1,0,1,0,0,2,87
2619,2802,0.0,23.0,0.0,18.0,2595.0,0.0,0.0,122.0,1,0,0,1,1,0,0,0,6,581
2620,2805,0.0,19.0,0.0,0.0,0.0,366.0,268.0,0.0,-1,0,0,1,1,0,0,0,6,582
2621,2806,0.0,28.0,0.0,948.0,0.0,64.0,170.0,0.0,-1,0,0,1,0,0,1,1,4,95
2622,2807,0.0,33.0,0.0,0.0,0.0,154.0,22.0,820.0,-1,0,0,1,1,0,0,0,5,171
2623,2807,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,452
2624,2807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,452
2625,2809,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,453
2626,2810,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,454
2627,2811,0.0,44.0,0.0,0.0,0.0,0.0,0.0,871.0,-1,0,0,1,1,0,0,1,6,537
2628,2812,0.0,43.0,0.0,803.0,0.0,384.0,120.0,0.0,1,1,0,0,0,0,1,1,6,538
2629,2813,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,449
2630,2814,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,455
2631,2817,0.0,25.0,0.0,237.0,0.0,910.0,0.0,12.0,-1,0,0,1,1,0,0,0,6,584
2632,2818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,585
2633,2818,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,585
2634,2818,0.0,24.0,0.0,165.0,0.0,981.0,2.0,0.0,1,0,0,1,0,0,1,0,6,585
2635,2819,0.0,38.0,0.0,77.0,169.0,0.0,0.0,470.0,-1,0,0,1,1,0,0,0,6,586
2636,2820,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,457
2637,2821,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,458
2638,2822,1.0,3.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,1,0,0,1,0,0,1,7,450
2639,2822,0.0,5.0,0.0,0.0,0.0,0.0,0.0,304.8547912992357,-1,0,0,1,1,0,0,1,7,450
2640,2822,1.0,3.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,1,0,0,1,0,0,1,7,450
2641,2822,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,450
2642,2822,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,450
2643,2823,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,587
2644,2824,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,3,104
2645,2825,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,539
2646,2826,0.0,28.0,0.0,1581.0,213.0,0.0,18.0,3051.0,-1,1,0,0,0,1,0,0,3,96
2647,2826,0.0,49.0,0.0,20.0,6807.0,174.0,3538.0,2473.0,-1,0,0,1,0,1,0,0,3,96
2648,2831,0.0,23.0,0.0,0.0,824.0,0.0,495.0,1479.0,1,0,0,1,0,1,0,0,4,86
2649,2831,0.0,19.0,0.0,0.0,1.0,0.0,2085.0,55.0,-1,0,0,1,0,1,0,0,4,86
2650,2832,0.0,34.0,0.0,0.0,250.0,23.0,0.0,514.0,-1,0,0,1,1,0,0,0,5,173
2651,2834,0.0,40.0,1.0,0.0,11.0,0.0,2205.0,1295.0,1,0,0,1,0,1,0,1,3,105
2652,2835,0.0,26.0,1.0,0.0,186.0,173.72916912197996,548.0,5058.0,-1,1,0,0,0,1,0,0,1,24
2653,2837,0.0,23.0,0.0,0.0,0.0,173.72916912197996,3.0,1919.0,-1,0,1,0,1,0,0,0,6,588
2654,2838,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,174
2655,2839,0.0,51.0,0.0,1.0,3935.0,0.0,146.0,0.0,1,0,0,1,0,1,0,1,3,107
2656,2840,0.0,44.0,0.0,672.0,0.0,0.0,0.0,20.0,-1,1,0,0,1,0,0,1,6,540
2657,2843,0.0,50.0,0.0,357.0,0.0,657.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,175
2658,2846,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,452
2659,2847,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,464
2660,2852,0.0,21.0,0.0,33.0,126.0,0.0,461.0,0.0,-1,0,0,1,1,0,0,0,7,465
2661,2853,0.0,20.0,0.0,56.0,757.0,111.0,0.0,0.0,1,0,0,1,1,0,0,1,6,544
2662,2854,0.0,14.0,0.0,0.0,458.0772032902468,14.0,692.0,809.0,-1,1,0,0,1,0,0,0,6,591
2663,2856,0.0,38.0,0.0,0.0,896.0,0.0,311.1387779083431,4168.0,-1,1,0,0,0,1,0,1,3,108
2664,2857,0.0,29.0,0.0,631.0,458.0772032902468,0.0,40.0,0.0,-1,0,1,0,1,0,0,1,6,545
2665,2858,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,109
2666,2858,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,109
2667,2858,1.0,40.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,109
2668,2859,1.0,28.82793046746535,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,3,98
2669,2860,0.0,18.0,0.0,154.0,22.0,77.0,1053.0,0.0,1,0,1,0,1,0,0,1,6,546
2670,2861,0.0,17.0,0.0,5.0,756.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,6,547
2671,2862,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,5,193
2672,2863,0.0,27.0,0.0,0.0,2.0,49.0,0.0,801.0,-1,0,0,1,1,0,0,0,7,466
2673,2865,0.0,34.0,0.0,2904.0,23.0,7.0,0.0,81.0,-1,0,0,1,0,0,1,0,4,88
2674,2865,0.0,53.0,0.0,520.0,0.0,442.0,0.0,0.0,1,0,0,1,0,0,1,0,4,88
2675,2866,1.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,110
2676,2867,0.0,41.0,0.0,71.0,0.0,1617.0,31.0,0.0,-1,0,0,1,0,0,1,0,4,89
2677,2867,0.0,51.0,0.0,819.0,4.0,92.0,38.0,0.0,-1,0,0,1,0,0,1,0,5,176
2678,2869,1.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,467
2679,2870,0.0,59.0,0.0,0.0,0.0,1.0,920.0,1.0,1,0,0,1,1,0,0,1,7,454
2680,2871,1.0,17.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,1,0,0,1,0,1,0,0,2,88
2681,2871,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,88
2682,2872,0.0,57.0,0.0,0.0,1431.0,0.0,30.0,337.0,1,0,1,0,1,0,0,1,7,455
2683,2873,0.0,39.0,0.0,2127.0,458.0772032902468,23.0,0.0,0.0,-1,1,0,0,0,0,1,1,5,194
2684,2875,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,107
2685,2876,0.0,42.0,0.0,173.0,656.0,0.0,0.0,23.0,-1,0,0,1,1,0,0,1,7,456
2686,2877,0.0,36.0,0.0,418.0,40.0,7.0,338.0,0.0,-1,0,0,1,1,0,0,0,6,592
2687,2878,0.0,42.0,0.0,44.0,0.0,3648.0,0.0,9.0,1,0,0,1,0,0,1,0,6,593
2688,2880,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,0,7,468
2689,2881,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,1,7,457
2690,2882,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,458
2691,2883,0.0,28.0,0.0,0.0,93.0,1282.0,0.0,0.0,1,0,0,1,1,0,0,0,6,595
2692,2884,0.0,37.0,0.0,912.0,0.0,0.0,311.1387779083431,0.0,-1,0,0,1,0,0,1,0,4,90
2693,2887,0.0,44.0,0.0,0.0,0.0,744.0,62.0,3.0,-1,0,0,1,1,0,0,1,7,459
2694,2888,0.0,71.0,1.0,901.0,0.0,1698.0,0.0,0.0,-1,0,0,1,0,0,1,0,6,597
2695,2890,0.0,44.0,0.0,0.0,351.0,0.0,3.0,3447.0,-1,0,0,1,0,1,0,0,2,89
2696,2890,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,89
2697,2891,0.0,18.0,0.0,4.0,904.0,0.0,0.0,1.0,-1,0,0,1,1,0,0,1,7,460
2698,2892,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,7,469
2699,2892,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,7,469
2700,2892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,469
2701,2892,0.0,29.0,0.0,0.0,1311.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,598
2702,2892,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,469
2703,2893,0.0,27.0,0.0,688.0,307.0,779.0,0.0,19.0,-1,1,0,0,1,0,0,0,7,470
2704,2894,0.0,24.0,0.0,0.0,0.0,443.0,244.0,1.0,-1,0,1,0,1,0,0,0,6,599
2705,2897,0.0,38.0,0.0,1.0,0.0,288.0,0.0,556.0,1,0,0,1,1,0,0,1,7,461
2706,2899,0.0,28.0,0.0,523.0,0.0,0.0,970.0,0.0,-1,0,0,1,0,0,1,0,6,600
2707,2900,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,82
2708,2901,0.0,16.0,0.0,0.0,20.0,0.0,300.0,681.0,-1,0,0,1,1,0,0,0,6,601
2709,2901,0.0,24.0,0.0,224.687617481203,2.0,25.0,311.1387779083431,707.0,1,0,1,0,1,0,0,0,6,601
2710,2902,0.0,33.0,0.0,123.0,760.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,471
2711,2905,0.0,24.0,0.0,489.0,0.0,173.72916912197996,0.0,0.0,-1,1,0,0,1,0,0,1,7,462
2712,2906,0.0,29.0,0.0,1.0,0.0,133.0,104.0,574.0,-1,0,0,1,1,0,0,1,7,463
2713,2907,0.0,25.0,0.0,0.0,9.0,2005.0,0.0,5.0,1,0,0,1,1,0,0,1,6,552
2714,2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,464
2715,2908,0.0,13.0,0.0,649.0,2.0,0.0,124.0,143.0,-1,0,0,1,1,0,0,1,6,553
2716,2909,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,0,7,473
2717,2910,0.0,32.0,0.0,0.0,0.0,736.0,0.0,0.0,-1,0,1,0,1,0,0,0,6,602
2718,2912,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,178
2719,2913,0.0,49.0,0.0,21.0,25.0,1509.0,0.0,1042.0,-1,0,0,1,0,0,1,0,6,603
2720,2919,0.0,43.0,0.0,13.0,2119.0,315.0,0.0,261.0,1,0,0,1,0,0,1,1,4,96
2721,2919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,555
2722,2919,1.0,6.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,555
2723,2920,0.0,23.0,0.0,0.0,179.0,569.0,0.0,0.0,1,0,0,1,1,0,0,0,6,606
2724,2925,0.0,43.0,0.0,336.0,11.0,796.0,15.0,0.0,1,0,0,1,0,0,1,0,6,609
2725,2925,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,609
2726,2926,0.0,43.0,0.0,828.0,25.0,545.0,107.0,0.0,-1,0,0,1,0,0,1,1,6,82
2727,2927,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,6,611
2728,2928,0.0,54.0,1.0,0.0,2062.0,2.0,19.0,1618.0,-1,1,0,0,0,1,0,0,2,92
2729,2928,1.0,51.0,0.0,0.0,0.0,173.72916912197996,0.0,0.0,1,0,0,1,0,1,0,0,2,92
2730,2928,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,92
2731,2929,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,467
2732,2930,0.0,45.0,0.0,224.687617481203,9.0,0.0,857.0,16.0,-1,0,0,1,1,0,0,0,7,474
2733,2934,0.0,20.0,0.0,0.0,689.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,1,6,557
2734,2935,0.0,33.0,0.0,0.0,28.0,0.0,6841.0,543.0,-1,0,0,1,0,1,0,0,20,2
2735,2936,0.0,21.0,0.0,15.0,30.0,11.0,2.0,388.0,-1,0,0,1,1,0,0,1,7,468
2736,2938,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,3,100
2737,2940,0.0,23.0,0.0,5.0,308.0,363.0,7.0,0.0,1,0,1,0,1,0,0,0,6,615
2738,2941,0.0,16.0,0.0,24.0,0.0,13.0,717.0,0.0,-1,0,0,1,1,0,0,0,7,477
2739,2942,0.0,35.0,0.0,198.0,44.0,97.0,30.0,510.0,-1,0,0,1,1,0,0,1,6,558
2740,2943,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,478
2741,2944,0.0,51.0,0.0,214.0,3.0,16.0,569.0,0.0,-1,0,0,1,1,0,0,1,6,559
2742,2944,0.0,2.0,0.0,224.687617481203,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0,1,7,469
2743,2944,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0,1,7,469
2744,2944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,469
2745,2945,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,7,479
2746,2948,0.0,55.0,0.0,0.0,1971.0,77.0,577.0,1050.0,1,0,0,1,0,1,0,1,3,112
2747,2949,1.0,22.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,-1,0,0,1,1,0,0,0,7,482
2748,2950,0.0,20.0,0.0,310.0,0.0,374.0,0.0,5.0,-1,0,0,1,1,0,0,0,6,617
2749,2953,0.0,25.0,0.0,0.0,641.0,0.0,2.0,0.0,1,1,0,0,1,0,0,0,5,179
2750,2954,0.0,18.0,0.0,235.0,0.0,101.0,0.0,316.0,1,1,0,0,1,0,0,0,6,619
2751,2956,0.0,28.0,0.0,3.0,141.0,0.0,0.0,1689.0,-1,0,1,0,1,0,0,1,7,470
2752,2958,0.0,26.0,0.0,1822.0,0.0,4.0,107.0,1204.0,-1,0,0,1,1,0,0,1,6,561
2753,2959,0.0,28.0,0.0,1.0,0.0,933.0,614.0,0.0,-1,0,1,0,1,0,0,0,6,620
2754,2960,0.0,54.0,0.0,224.687617481203,458.0772032902468,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,6,562
2755,2961,0.0,56.0,0.0,0.0,54.0,0.0,724.0,0.0,-1,0,0,1,1,0,0,0,6,621
2756,2962,0.0,25.0,0.0,1228.0,0.0,132.0,0.0,0.0,-1,0,0,1,0,0,1,0,5,180
2757,2964,0.0,26.0,0.0,2050.0,8525.0,0.0,270.0,636.0,-1,0,0,1,0,1,0,1,1,35
2758,2965,0.0,14.0,0.0,0.0,0.0,709.0,258.0,3.0,-1,0,0,1,1,0,0,0,6,622
2759,2966,0.0,21.0,0.0,2.0,417.0,323.0,0.0,84.0,1,0,0,1,1,0,0,0,5,181
2760,2968,1.0,43.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,0,1,1,0,0,0,7,485
2761,2969,0.0,37.0,0.0,221.0,0.0,32.0,38.0,516.0,-1,0,0,1,1,0,0,0,7,486
2762,2970,0.0,28.82793046746535,0.0,740.0,82.0,6.0,311.1387779083431,1.0,-1,0,0,1,1,0,0,1,6,82
2763,2971,0.0,38.0,0.0,0.0,3135.0,0.0,26.0,3.0,1,0,0,1,0,1,0,0,20,3
2764,2972,0.0,14.0,0.0,0.0,1.0,1441.0,0.0,190.0,1,0,0,1,1,0,0,0,5,182
2765,2975,0.0,20.0,0.0,0.0,0.0,585.0,0.0,10.0,-1,0,1,0,1,0,0,1,6,564
2766,2979,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0,0,2,93
2767,2982,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1,2,111
2768,2983,0.0,13.0,0.0,0.0,0.0,31.0,0.0,810.0,1,0,0,1,1,0,0,0,5,183
2769,2984,0.0,37.0,0.0,0.0,210.0,0.0,4114.0,0.0,-1,0,0,1,0,1,0,1,4,97
2770,2986,0.0,15.0,0.0,5711.0,0.0,2516.0,0.0,1370.0,-1,0,0,1,0,0,1,1,5,197
2771,2988,0.0,33.0,0.0,396.0,1280.0,7.0,308.0,4941.0,-1,1,0,0,0,1,0,1,1,36
2772,2990,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,7,472
2773,2992,0.0,49.0,0.0,0.0,458.0772032902468,0.0,160.0,528.0,-1,0,1,0,1,0,0,1,6,570
2774,2993,0.0,24.0,0.0,1252.0,6.0,173.72916912197996,123.0,706.0,-1,0,0,1,1,0,0,1,6,571
2775,2994,0.0,24.0,0.0,173.0,0.0,14.0,0.0,603.0,-1,0,0,1,1,0,0,1,5,198
2776,2995,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,94
2777,2995,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,0,2,94
2778,2996,0.0,31.0,0.0,0.0,611.0,2.0,4.0,22.0,-1,1,0,0,1,0,0,0,6,626
2779,2998,0.0,47.0,0.0,0.0,5252.0,0.0,124.0,300.0,1,0,0,1,0,1,0,1,3,113
2780,3000,0.0,19.0,0.0,736.0,0.0,0.0,0.0,1.0,-1,0,0,1,1,0,0,0,6,627
2781,3001,0.0,38.0,1.0,0.0,1577.0,0.0,425.0,4359.0,-1,1,0,0,0,1,0,0,3,101
2782,3001,0.0,33.0,0.0,0.0,1001.0,2280.0,311.1387779083431,29.0,1,1,0,0,0,1,0,0,3,101
2783,3003,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,3,114
2784,3004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,7,473
2785,3004,0.0,32.0,0.0,0.0,53.0,0.0,744.0,0.0,-1,0,0,1,1,0,0,1,6,572
2786,3005,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,6,573
2787,3006,0.0,19.0,0.0,23.0,0.0,0.0,0.0,732.0,-1,0,1,0,1,0,0,1,7,474
2788,3009,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,5,185
2789,3010,0.0,48.0,0.0,0.0,8403.0,0.0,7627.0,83.0,-1,0,0,1,0,1,0,0,2,96
2790,3012,0.0,66.0,0.0,1187.0,1.0,173.72916912197996,6.0,0.0,-1,0,0,1,1,0,0,1,7,475
2791,3013,0.0,13.0,0.0,224.687617481203,256.0,0.0,207.0,409.0,-1,0,0,1,1,0,0,0,6,629
2792,3014,0.0,40.0,0.0,82.0,1390.0,0.0,347.0,6237.0,-1,1,0,0,0,1,0,1,3,115
2793,3015,0.0,35.0,0.0,0.0,1438.0,0.0,112.0,74.0,1,0,0,1,1,0,0,1,5,199
2794,3018,0.0,32.0,0.0,0.0,49.0,2.0,639.0,0.0,-1,0,0,1,1,0,0,0,6,630
2795,3019,0.0,51.0,0.0,1644.0,0.0,234.0,157.0,64.0,-1,0,0,1,0,0,1,0,5,187
2796,3020,0.0,37.0,0.0,0.0,216.0,0.0,5391.0,3372.0,-1,0,0,1,0,1,0,1,2,112
2797,3021,0.0,31.0,0.0,517.0,1.0,301.0,60.0,4.0,-1,0,0,1,1,0,0,1,7,476
2798,3021,0.0,37.0,0.0,608.0,0.0,6.0,0.0,1637.0,-1,0,0,1,1,0,0,1,6,574
2799,3022,0.0,38.0,0.0,0.0,3331.0,270.0,2.0,3510.0,-1,0,0,1,0,1,0,0,3,102
2800,3022,0.0,19.0,0.0,0.0,329.0,0.0,3154.0,312.0,-1,1,0,0,0,1,0,0,3,102
2801,3023,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,6,631
2802,3024,0.0,19.0,0.0,0.0,0.0,1752.0,187.0,0.0,1,0,0,1,1,0,0,0,6,632
2803,3025,0.0,31.0,0.0,2.0,788.0,0.0,128.0,9.0,1,0,0,1,1,0,0,1,7,477
2804,3025,0.0,43.0,0.0,45.0,8.0,0.0,607.0,44.0,-1,0,0,1,1,0,0,1,7,477
2805,3026,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,492
2806,3027,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,7,493
2807,3029,0.0,21.0,0.0,0.0,878.0,82.0,360.0,1784.0,-1,1,0,0,0,1,0,0,3,103
2808,3029,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,3,103
2809,3030,0.0,30.0,0.0,728.0,2551.0,0.0,48.0,1804.0,1,1,0,0,0,1,0,0,2,97
2810,3030,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,2,97
2811,3032,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,478
2812,3032,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,478
2813,3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,478
2814,3032,0.0,30.0,0.0,479.0,12.0,25.0,643.0,283.0,-1,0,0,1,1,0,0,1,6,575
2815,3033,0.0,21.0,0.0,0.0,27.0,1181.0,0.0,513.0,-1,0,1,0,1,0,0,1,7,479
2816,3034,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0,1,6,82
2817,3036,0.0,57.0,0.0,506.0,0.0,1.0,178.0,0.0,-1,0,1,0,1,0,0,0,6,634
2818,3038,0.0,35.0,0.0,1228.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1,1,6,576
2819,3039,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,1,0,1,1,37
2820,3040,0.0,32.0,0.0,2616.0,0.0,2.0,5.0,0.0,-1,0,0,1,0,0,1,1,6,577
2821,3042,0.0,30.0,0.0,0.0,0.0,301.0,0.0,437.0,-1,0,0,1,1,0,0,1,6,578
2822,3044,0.0,69.0,0.0,577.0,139.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,0,6,636
2823,3045,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0,1,7,480
2824,3047,1.0,17.0,0.0,0.0,458.0772032902468,0.0,0.0,0.0,1,0,1,0,0,0,1,0,5,190
2825,3047,0.0,16.0,0.0,995.0,0.0,6.0,48.0,0.0,-1,0,0,1,0,0,1,0,5,190
2826,3048,1.0,25.0,0.0,0.0,0.0,0.0,311.1387779083431,0.0,-1,0,0,1,0,0,1,1,5,200
2827,3050,0.0,25.0,0.0,1586.0,2342.0,947.0,1.0,276.0,1,0,0,1,0,1,0,0,5,191
2828,3053,0.0,52.0,0.0,0.0,2.0,0.0,10976.0,810.0,-1,1,0,0,0,1,0,1,6,82
