,PassengerGroup,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Destination: 55 Cancri e,Destination: PSO J318.5-22,Destination: TRAPPIST-1e,HomePlanet: Earth,HomePlanet: Europa,HomePlanet: Mars,CabinSide: Starboard,CabinDeck,CabinNumber,Transported
1546,1637,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,255,1
1547,1638,0.0,19.0,0.0,414.0,0.0,66.0,307.0,0.0,0,0,1,1,0,0,1,5,119,-1
1548,1640,0.0,21.0,0.0,305.0,0.0,1.0,618.0,2.0,0,0,1,1,0,0,0,7,262,1
1549,1644,0.0,14.0,0.0,0.0,2.0,0.0,0.0,794.0,1,0,0,1,0,0,0,6,327,-1
1551,1646,0.0,34.0,0.0,0.0,0.0,885.0,0.0,0.0,0,0,1,1,0,0,0,7,264,1
1552,1647,0.0,33.0,0.0,954.0,0.0,10.0,3.0,2.0,0,0,1,1,0,0,0,6,328,-1
1553,1649,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,265,-1
1554,1650,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,258,1
1556,1651,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,266,1
1557,1651,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,266,1
1560,1655,0.0,40.0,0.0,0.0,807.0,0.0,0.0,0.0,0,0,1,1,0,0,1,6,310,1
1562,1657,0.0,21.0,0.0,0.0,0.0,218.0,109.0,5321.0,0,0,1,1,0,0,0,7,267,-1
1564,1659,0.0,41.0,0.0,0.0,82.0,3.0,0.0,718.0,0,0,1,1,0,0,1,6,313,-1
1566,1661,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,20,-1
1567,1661,0.0,57.0,0.0,0.0,62.0,0.0,2136.0,178.0,0,0,1,0,1,0,1,1,20,-1
1568,1661,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,20,1
1570,1662,0.0,20.0,0.0,127.0,0.0,0.0,542.0,0.0,0,1,0,1,0,0,1,6,314,-1
1571,1663,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,268,1
1573,1668,0.0,22.0,0.0,2.0,0.0,6.0,101.0,536.0,0,0,1,1,0,0,1,6,316,-1
1574,1669,0.0,31.0,0.0,2436.0,0.0,147.0,16.0,0.0,0,0,1,0,0,1,1,6,317,-1
1575,1669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,317,1
1576,1669,0.0,21.0,0.0,1481.0,0.0,881.0,0.0,0.0,1,0,0,0,0,1,1,6,317,-1
1577,1670,0.0,49.0,0.0,0.0,67.0,213.0,2.0,1442.0,0,0,1,1,0,0,0,7,269,-1
1578,1670,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,269,-1
1580,1672,0.0,29.0,0.0,7.0,0.0,0.0,797.0,0.0,0,0,1,1,0,0,1,6,318,-1
1581,1673,0.0,16.0,0.0,876.0,0.0,5.0,1.0,16.0,1,0,0,1,0,0,0,6,330,-1
1582,1674,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,260,-1
1583,1676,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,270,-1
1585,1681,0.0,34.0,0.0,1.0,89.0,0.0,793.0,0.0,0,0,1,1,0,0,1,7,261,-1
1586,1682,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,331,1
1588,1685,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,272,-1
1589,1685,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,272,1
1590,1687,0.0,26.0,1.0,714.0,450.0,208.0,0.0,44.0,0,0,1,0,0,1,0,6,334,-1
1591,1688,0.0,27.0,0.0,233.0,554.0,0.0,0.0,0.0,0,0,1,1,0,0,1,5,124,-1
1594,1690,0.0,28.0,0.0,0.0,26.0,88.0,5.0,754.0,0,0,1,1,0,0,0,6,335,-1
1595,1691,0.0,27.0,0.0,3482.0,1234.0,1155.0,0.0,0.0,0,0,1,0,0,1,1,6,321,-1
1597,1695,0.0,26.0,0.0,324.0,0.0,201.0,2.0,256.0,0,0,1,1,0,0,1,7,264,-1
1598,1696,0.0,43.0,0.0,0.0,760.0,17.0,15331.0,427.0,0,0,1,0,1,0,0,2,55,-1
1601,1699,0.0,47.0,0.0,0.0,574.0,0.0,0.0,68.0,1,0,0,1,0,0,0,6,336,1
1602,1700,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,2,74,1
1603,1700,0.0,64.0,0.0,0.0,4.0,0.0,6200.0,622.0,0,0,1,0,1,0,1,2,74,-1
1604,1704,0.0,13.0,0.0,1112.0,0.0,687.0,0.0,3.0,0,0,1,0,0,1,1,4,60,-1
1605,1704,0.0,18.0,0.0,86.0,1164.0,516.0,0.0,0.0,1,0,0,0,0,1,1,4,60,1
1606,1705,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,126,-1
1607,1708,0.0,70.0,0.0,0.0,3.0,1.0,2.0,1290.0,0,1,0,1,0,0,0,6,338,-1
1608,1709,0.0,23.0,0.0,31.0,0.0,1247.0,0.0,47.0,0,0,1,0,0,1,1,6,326,-1
1609,1709,0.0,23.0,0.0,2210.0,0.0,89.0,0.0,0.0,0,0,1,0,0,1,1,4,61,1
1611,1709,0.0,17.0,0.0,1744.0,0.0,136.0,8.0,8.0,0,0,1,0,0,1,1,5,127,-1
1612,1709,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,326,1
1613,1709,0.0,15.0,0.0,1554.0,0.0,646.0,20.0,1241.0,0,0,1,0,0,1,1,4,61,-1
1614,1709,0.0,19.0,0.0,285.0,54.0,1246.0,102.0,0.0,0,0,1,0,0,1,1,6,326,-1
1615,1710,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,276,1
1618,1712,0.0,27.0,0.0,103.0,1.0,49.0,2421.0,24.0,0,0,1,0,0,1,0,6,339,-1
1619,1713,0.0,43.0,0.0,84.0,726.0,2.0,0.0,0.0,0,0,1,1,0,0,0,7,277,-1
1620,1714,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,265,-1
1621,1715,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,266,-1
1622,1717,0.0,40.0,0.0,813.0,0.0,473.0,236.0,0.0,0,0,1,1,0,0,0,5,105,1
1623,1717,0.0,38.0,0.0,4.0,0.0,0.0,0.0,1679.0,0,0,1,1,0,0,0,5,105,-1
1626,1721,0.0,15.0,0.0,320.0,36.0,5.0,0.0,640.0,0,0,1,1,0,0,0,6,341,-1
1628,1724,0.0,59.0,0.0,8.0,1563.0,0.0,73.0,31.0,1,0,0,0,1,0,1,1,21,1
1629,1725,0.0,24.0,0.0,0.0,201.0,0.0,0.0,603.0,0,0,1,1,0,0,1,6,328,-1
1631,1727,0.0,52.0,0.0,1279.0,0.0,1061.0,359.0,0.0,1,0,0,0,0,1,0,4,54,-1
1632,1728,0.0,38.0,0.0,553.0,0.0,0.0,87.0,243.0,0,0,1,1,0,0,0,7,280,-1
1633,1729,0.0,26.0,0.0,21.0,0.0,499.0,568.0,0.0,0,0,1,1,0,0,0,6,343,1
1634,1730,0.0,17.0,0.0,68.0,0.0,0.0,0.0,795.0,1,0,0,1,0,0,0,5,106,1
1635,1731,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,281,1
1636,1731,0.0,20.0,0.0,1.0,808.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,281,1
1637,1733,0.0,15.0,0.0,1336.0,108.0,0.0,0.0,0.0,0,0,1,1,0,0,0,6,344,-1
1638,1734,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,283,1
1639,1736,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,284,-1
1641,1738,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,268,1
1642,1739,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,269,1
1643,1740,0.0,22.0,0.0,762.0,13.0,10.0,0.0,0.0,0,0,1,1,0,0,1,7,270,-1
1644,1742,0.0,34.0,1.0,49.0,478.0,387.0,0.0,0.0,0,1,0,0,0,1,0,4,55,-1
1645,1745,0.0,28.0,0.0,0.0,1310.0,0.0,221.0,6064.0,0,0,1,0,1,0,1,5,130,-1
1646,1746,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,331,1
1647,1747,0.0,19.0,0.0,0.0,0.0,496.0,13.0,0.0,1,0,0,1,0,0,1,7,271,1
1648,1748,0.0,21.0,0.0,0.0,0.0,0.0,2.0,807.0,0,0,1,1,0,0,0,7,287,-1
1649,1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,287,-1
1650,1748,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,287,1
1651,1749,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,288,-1
1652,1752,0.0,15.0,0.0,1006.0,1.0,0.0,0.0,308.0,1,0,0,1,0,0,1,6,333,1
1653,1753,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,272,1
1654,1755,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,273,-1
1655,1757,0.0,67.0,0.0,26.0,809.0,0.0,39.0,26.0,0,0,1,1,0,0,1,6,334,-1
1656,1758,0.0,55.0,0.0,587.0,0.0,0.0,318.0,3.0,0,0,1,1,0,0,1,7,274,-1
1657,1760,0.0,50.0,0.0,742.0,21.0,10.0,26.0,4.0,0,0,1,1,0,0,1,6,336,-1
1658,1761,0.0,23.0,0.0,145.0,490.0,17.0,49.0,1.0,1,0,0,1,0,0,0,6,347,-1
1659,1762,0.0,21.0,0.0,2400.0,7.0,0.0,20.0,0.0,0,1,0,1,0,0,1,5,132,1
1661,1763,0.0,41.0,0.0,0.0,3240.0,0.0,59.0,0.0,0,0,1,0,1,0,1,5,133,1
1662,1764,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,337,1
1663,1764,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,134,-1
1664,1766,0.0,21.0,0.0,112.0,0.0,0.0,0.0,1333.0,1,0,0,1,0,0,1,6,338,-1
1665,1767,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,65,1
1666,1767,0.0,50.0,0.0,3677.0,782.0,0.0,6.0,1168.0,0,0,1,0,1,0,1,3,65,1
1667,1767,0.0,32.0,0.0,2973.0,3368.0,124.0,57.0,42.0,0,0,1,0,1,0,1,3,65,1
1668,1767,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,3,65,1
1670,1769,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,339,1
1671,1770,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,75,1
1673,1772,0.0,30.0,0.0,1220.0,0.0,49.0,39.0,0.0,0,0,1,0,0,1,0,6,348,-1
1674,1774,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,135,1
1675,1775,0.0,43.0,0.0,0.0,0.0,870.0,0.0,14.0,0,0,1,1,0,0,1,7,277,1
1676,1776,0.0,21.0,0.0,0.0,0.0,809.0,0.0,0.0,0,0,1,1,0,0,1,7,278,-1
1677,1778,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,279,-1
1678,1779,0.0,37.0,0.0,164.0,603.0,0.0,0.0,11.0,1,0,0,1,0,0,0,6,349,1
1679,1781,0.0,28.0,0.0,0.0,11026.0,0.0,0.0,12.0,1,0,0,0,1,0,1,3,66,1
1682,1783,0.0,42.0,0.0,28.0,0.0,0.0,0.0,591.0,1,0,0,1,0,0,1,7,281,-1
1685,1786,0.0,51.0,0.0,28.0,94.0,0.0,34.0,638.0,0,0,1,1,0,0,1,6,342,-1
1686,1792,0.0,73.0,0.0,27.0,2.0,71.0,1208.0,0.0,0,0,1,0,0,1,0,6,352,-1
1688,1797,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,2,57,1
1689,1798,0.0,39.0,0.0,1.0,275.0,33.0,376.0,105.0,0,0,1,1,0,0,1,5,137,-1
1691,1800,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,283,1
1692,1800,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,283,-1
1693,1800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,283,-1
1694,1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,283,1
1695,1800,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,283,1
1696,1802,0.0,33.0,0.0,0.0,0.0,2.0,787.0,1.0,0,0,1,1,0,0,0,5,109,-1
1697,1803,0.0,23.0,0.0,0.0,169.0,0.0,553.0,0.0,1,0,0,1,0,0,0,6,354,-1
1698,1804,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,355,1
1699,1805,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,284,1
1700,1806,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,138,-1
1701,1807,0.0,30.0,0.0,0.0,3722.0,4.0,140.0,4045.0,1,0,0,0,1,0,0,2,58,-1
1702,1808,0.0,33.0,0.0,0.0,763.0,8.0,2.0,30.0,0,0,1,1,0,0,1,6,346,-1
1703,1810,0.0,56.0,0.0,4694.0,0.0,2661.0,51.0,0.0,0,0,1,0,0,1,0,6,356,-1
1704,1811,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,7,285,1
1707,1813,0.0,18.0,0.0,0.0,0.0,454.0,0.0,263.0,1,0,0,1,0,0,0,6,358,-1
1708,1816,0.0,60.0,1.0,1891.0,640.0,0.0,360.0,52.0,0,0,1,0,1,0,1,3,68,1
1709,1816,0.0,41.0,0.0,0.0,2334.0,1.0,6.0,23.0,0,0,1,0,1,0,1,3,68,1
1710,1817,0.0,16.0,0.0,112.0,0.0,38.0,77.0,443.0,0,1,0,1,0,0,1,6,349,-1
1711,1818,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,297,1
1713,1822,0.0,31.0,0.0,2.0,811.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,299,1
1716,1827,0.0,24.0,0.0,0.0,94.0,1.0,56.0,427.0,1,0,0,1,0,0,1,6,352,-1
1719,1829,0.0,30.0,0.0,1.0,6398.0,0.0,2.0,295.0,0,0,1,0,1,0,0,4,56,1
1720,1829,0.0,22.0,0.0,0.0,8882.0,21.0,2204.0,19.0,0,0,1,0,1,0,0,4,56,1
1721,1829,0.0,28.0,1.0,0.0,4424.0,3.0,207.0,1572.0,0,0,1,0,1,0,0,4,56,1
1722,1829,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,4,56,1
1723,1829,0.0,29.0,0.0,0.0,699.0,0.0,0.0,1955.0,0,0,1,0,1,0,0,4,56,-1
1725,1833,0.0,48.0,0.0,140.0,127.0,0.0,4102.0,521.0,1,0,0,0,1,0,0,3,61,-1
1727,1836,0.0,23.0,0.0,1639.0,1218.0,0.0,1.0,0.0,0,0,1,1,0,0,0,6,362,1
1728,1841,0.0,55.0,0.0,1104.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,6,365,-1
1730,1844,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1381.0,0,1,0,1,0,0,1,6,355,-1
1731,1844,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,289,1
1732,1844,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,289,1
1733,1846,0.0,20.0,0.0,0.0,0.0,0.0,788.0,16.0,0,0,1,1,0,0,0,6,366,-1
1736,1849,0.0,25.0,0.0,113.0,0.0,0.0,1282.0,0.0,0,0,1,1,0,0,0,6,367,-1
1737,1850,0.0,54.0,0.0,0.0,316.0,257.0,0.0,0.0,0,1,0,1,0,0,1,6,356,-1
1738,1850,0.0,25.0,0.0,0.0,0.0,1.0,735.0,25.0,1,0,0,1,0,0,1,6,356,-1
1739,1853,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,302,1
1740,1854,0.0,53.0,0.0,0.0,13527.0,0.0,0.0,771.0,1,0,0,0,1,0,1,1,22,1
1741,1855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,303,1
1742,1855,0.0,39.0,0.0,0.0,43.0,864.0,0.0,85.0,0,0,1,1,0,0,0,5,113,-1
1743,1856,0.0,22.0,0.0,8.0,710.0,0.0,27.0,0.0,0,0,1,1,0,0,0,6,368,1
1744,1857,0.0,31.0,0.0,120.0,0.0,657.0,52.0,0.0,1,0,0,0,0,1,1,4,63,-1
1746,1860,0.0,35.0,1.0,0.0,1.0,0.0,0.0,3156.0,0,0,1,0,1,0,0,1,13,-1
1747,1860,0.0,35.0,0.0,95.0,3441.0,0.0,391.0,318.0,1,0,0,0,1,0,0,1,13,-1
1748,1861,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,6,358,1
1749,1861,0.0,61.0,0.0,953.0,415.0,974.0,0.0,133.0,0,0,1,0,0,1,1,6,358,-1
1750,1863,0.0,58.0,0.0,14.0,0.0,1081.0,0.0,0.0,1,0,0,1,0,0,0,6,370,1
1753,1865,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,292,-1
1754,1865,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,292,1
1758,1866,0.0,29.0,0.0,0.0,0.0,0.0,0.0,865.0,0,0,1,1,0,0,0,6,371,-1
1759,1868,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,6,372,1
1761,1872,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,139,-1
1763,1874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,305,-1
1765,1877,0.0,37.0,0.0,28.0,25.0,26.0,806.0,3.0,0,0,1,1,0,0,0,7,306,-1
1766,1878,0.0,49.0,0.0,0.0,0.0,0.0,724.0,0.0,0,0,1,1,0,0,0,6,375,-1
1767,1879,0.0,36.0,0.0,0.0,583.0,1789.0,19.0,1009.0,0,0,1,0,1,0,0,4,58,-1
1768,1880,0.0,20.0,0.0,470.0,128.0,0.0,0.0,9.0,1,0,0,1,0,0,0,6,376,-1
1769,1881,0.0,20.0,0.0,2215.0,0.0,0.0,86.0,0.0,0,0,1,1,0,0,0,6,377,1
1772,1884,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,140,-1
1773,1886,0.0,26.0,0.0,0.0,3.0,176.0,611.0,0.0,0,0,1,1,0,0,1,5,141,-1
1774,1887,0.0,35.0,0.0,0.0,88.0,718.0,46.0,0.0,0,0,1,1,0,0,1,7,295,-1
1775,1888,0.0,30.0,0.0,116.0,0.0,0.0,728.0,29.0,0,0,1,1,0,0,1,6,361,1
1776,1889,0.0,22.0,0.0,0.0,0.0,22.0,0.0,702.0,0,0,1,1,0,0,0,6,378,-1
1777,1889,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,307,-1
1778,1890,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,308,-1
1779,1891,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,1,5,142,-1
1780,1892,0.0,50.0,0.0,5.0,809.0,0.0,309.0,731.0,0,0,1,0,1,0,0,4,59,1
1782,1892,0.0,19.0,0.0,0.0,748.0,158.0,5037.0,44.0,1,0,0,0,1,0,0,4,59,-1
1783,1897,0.0,39.0,0.0,0.0,10153.0,1.0,78.0,5063.0,1,0,0,0,1,0,1,3,72,1
1784,1897,0.0,38.0,0.0,0.0,354.0,0.0,1806.0,0.0,0,0,1,0,1,0,1,3,72,1
1786,1899,0.0,25.0,0.0,11.0,44.0,397.0,0.0,0.0,0,1,0,1,0,0,1,7,297,-1
1787,1901,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,14,1
1788,1901,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,14,1
1789,1902,0.0,19.0,0.0,42.0,0.0,345.0,1431.0,0.0,0,0,1,1,0,0,1,7,298,-1
1790,1903,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,7,309,-1
1791,1905,0.0,40.0,0.0,1465.0,39.0,0.0,0.0,1225.0,1,0,0,1,0,0,1,6,364,-1
1792,1906,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,299,-1
1794,1908,0.0,18.0,0.0,1218.0,0.0,34.0,1095.0,0.0,0,0,1,0,0,1,0,5,115,-1
1795,1911,0.0,46.0,0.0,8.0,652.0,0.0,5.0,90.0,0,0,1,1,0,0,1,7,300,-1
1797,1916,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,4,61,1
1798,1916,0.0,22.0,0.0,1744.0,79.0,0.0,12.0,1514.0,1,0,0,0,1,0,0,4,61,-1
1799,1918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,23,-1
1800,1918,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,23,1
1801,1918,0.0,38.0,0.0,34.0,2043.0,0.0,1339.0,0.0,0,0,1,0,1,0,1,1,23,1
1802,1920,0.0,46.0,0.0,731.0,0.0,288.0,0.0,2.0,0,0,1,0,0,1,0,5,117,-1
1803,1922,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,303,-1
1804,1923,0.0,63.0,0.0,0.0,4286.0,18.0,4.0,872.0,0,0,1,0,1,0,0,3,65,1
1805,1923,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,3,65,1
1806,1925,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,304,-1
1808,1927,0.0,55.0,0.0,2424.0,0.0,1.0,0.0,284.0,0,0,1,0,0,1,1,4,66,-1
1809,1928,0.0,21.0,0.0,0.0,0.0,107.0,166.0,388.0,0,1,0,1,0,0,1,5,144,1
1810,1931,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,3,73,1
1812,1935,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,7,307,-1
1813,1937,0.0,47.0,0.0,7.0,877.0,17.0,0.0,0.0,0,0,1,1,0,0,1,6,368,-1
1814,1938,0.0,36.0,0.0,0.0,0.0,1508.0,110.0,117.0,0,0,1,1,0,0,1,6,369,1
1815,1939,0.0,57.0,1.0,975.0,0.0,295.0,39.0,0.0,0,0,1,0,0,1,0,6,385,-1
1816,1939,0.0,13.0,0.0,3037.0,10.0,43.0,0.0,0.0,0,0,1,0,0,1,0,4,62,-1
1817,1940,0.0,27.0,0.0,120.0,0.0,1476.0,3.0,0.0,0,0,1,0,0,1,0,6,386,-1
1818,1941,0.0,20.0,0.0,717.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,6,370,-1
1820,1945,0.0,15.0,0.0,0.0,0.0,787.0,0.0,0.0,0,0,1,1,0,0,0,5,120,-1
1821,1946,0.0,34.0,0.0,0.0,0.0,53.0,731.0,0.0,0,0,1,1,0,0,0,7,313,-1
1822,1947,0.0,21.0,0.0,942.0,0.0,0.0,0.0,7.0,0,0,1,1,0,0,1,6,372,-1
1823,1950,0.0,51.0,0.0,0.0,0.0,0.0,101.0,1357.0,0,0,1,1,0,0,1,6,374,-1
1824,1952,0.0,23.0,0.0,382.0,0.0,398.0,8.0,0.0,0,0,1,1,0,0,0,5,121,-1
1825,1953,0.0,58.0,0.0,0.0,0.0,0.0,0.0,717.0,0,0,1,1,0,0,0,6,387,-1
1826,1956,0.0,37.0,0.0,2765.0,0.0,1134.0,0.0,0.0,0,0,1,0,0,1,1,4,68,-1
1828,1957,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,7,309,-1
1829,1959,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,3,66,1
1830,1959,0.0,40.0,0.0,0.0,382.0,0.0,1.0,3822.0,0,0,1,0,1,0,0,3,66,-1
1831,1959,0.0,29.0,0.0,0.0,433.0,4899.0,393.0,260.0,1,0,0,0,1,0,0,3,66,1
1832,1960,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,5,122,1
1833,1960,0.0,21.0,0.0,0.0,0.0,677.0,4.0,0.0,0,1,0,1,0,0,0,5,122,1
1834,1961,0.0,35.0,0.0,302.0,6.0,0.0,6.0,613.0,0,0,1,1,0,0,0,7,315,1
1835,1962,0.0,24.0,0.0,3.0,361.0,94.0,824.0,160.0,0,0,1,1,0,0,0,6,390,-1
1836,1962,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,7,316,-1
1838,1963,0.0,43.0,0.0,0.0,0.0,0.0,1200.0,17.0,0,0,1,1,0,0,0,6,391,-1
1841,1968,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,7,319,1
1843,1971,0.0,54.0,0.0,3.0,0.0,56.0,633.0,0.0,0,1,0,1,0,0,1,6,375,-1
1844,1973,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,1,24,1
1845,1974,0.0,41.0,0.0,3702.0,0.0,1.0,0.0,18.0,0,0,1,0,0,1,0,4,63,-1
1846,1975,0.0,22.0,0.0,0.0,0.0,0.0,10.0,761.0,0,0,1,1,0,0,1,7,310,-1
1849,1976,1.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,2,82,1
1850,1976,0.0,39.0,0.0,1.0,2972.0,0.0,3175.0,1.0,0,0,1,0,1,0,1,2,82,-1
